Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Zumba Class,Arts and Entertainment,40.624843,-74.081686,Stapleton,10304
ArtSpace,Art Gallery,40.629429,-74.073727,Stapleton,10304
Staten Island Paramount Theater,Movie Theater,40.627943,-74.076803,St. George,10304
Macumba Cafe,Night Club,40.626515,-74.07583,St. George,10304
La Tia Bar,Night Club,40.625702,-74.076014,St. George,10304
NycArtsCypher,Arts and Entertainment,40.625436,-74.075418,St. George,10304
Created for You Artists Market,Arts and Entertainment,40.629449,-74.076865,St. George,10304
Siabc,Art Gallery,40.629978,-74.077236,St. George,10304
Garibaldi-Meucci Museum,History Museum,40.615148,-74.073882,Park Hill,10305
1st Class Aquarium,Aquarium,40.614816,-74.066464,Rosebank,10305
Museum of Maritime Navigation and Communication,Science Museum,40.6138,-74.066204,Rosebank,10305
Bernies Fun House,Arts and Entertainment,40.615369,-74.064004,Rosebank,10305
Reptile House,Zoo,40.630031,-74.109917,West New Brighton,10310
S I Children's Theatre Association,Concert Hall,40.635267,-74.103861,New Brighton,10301
Zumba Class,Arts and Entertainment,40.624843,-74.081686,Stapleton,10304
Fantasy Shore Amusement Park,Amusement Park,40.578735,-74.07796,Midland Beach,10305
Staten Island Recreational Association,Amusement Park,40.582965,-74.074956,Arrochar,10305
Lenny's Creations,Art Museum,40.636684,-74.128106,Port Richmond,10310
Staten Island Go-Karts,Mini Golf Course,40.609334,-74.11981,Castleton Corners,10314
Staten Island FunPark,Mini Golf Course,40.609334,-74.11981,Castleton Corners,10314
Staten Island Hockey,Mini Golf Course,40.609334,-74.11981,Castleton Corners,10314
The Looney Bin Comedy Club,Comedy Club,40.588961,-74.191836,Chelsea,10314
Showplace Bowling Alley,Bowling Alley,40.588538,-74.191556,Chelsea,10312
Showplace Entertainment Center,Bowling Alley,40.588906,-74.191877,Chelsea,10314
Salvatore Eretto Auditorium,Theater,40.568195,-74.11582,New Dorp,10306
Cue Time Billiards,Pool Hall,40.571704,-74.111659,New Dorp,10306
Magic Moon Sisters,Psychics and Astrologers,40.572579,-74.115003,New Dorp Beach,10306
Night Gallery Dail Tone,Art Gallery,40.57378,-74.116315,New Dorp,10306
Psychic Advisor by Silvia,Psychics and Astrologers,40.576388,-74.119297,Grant City,10306
Illusions,Night Club,40.550296,-74.150828,Great Kills,10308
SMB Studio Arts,Art Gallery,40.546372,-74.165667,Annadale,10312
AR Workshop Staten Island,Art Gallery,40.542226,-74.206679,,10309
Hiker Monument,Public Art,40.637492,-74.076368,Richmond,10301
Sundog Theatre,Music Venue,40.640577,-74.077802,Brighton Heights,10301
Stage One,Performing Arts Venue,40.617636,-74.096635,Port Johnson,10301
Sri Lankan Art & Cultural Museum,Art Museum,40.620167,-74.10089,Port Johnson,10304
Wagner College Stadium,Music Venue,40.615447,-74.094018,Fox Hills,10301
Wagner College Theatre Scene Shop,Music Venue,40.614907,-74.094083,Fox Hills,10301
Wagner College Stadium,Music Venue,40.615447,-74.094018,Fox Hills,10301
Kings Theatre,Concert Hall,40.645914,-73.957645,Flatbush,11226
Kingsthe Atremasterten,Music Venue,40.645967,-73.95769,Flatbush,11226
Loew's Kings Theater,Music Venue,40.645868,-73.957338,Flatbush,11226
Old Boys High Field,Stadium,40.660919,-73.935888,Wingate,11203
Astro Rajbhairav,Psychics and Astrologers,40.653437,-73.930214,East Flatbush,11203
Seetha Ram,Psychics and Astrologers,40.653437,-73.930214,East Flatbush,11203
Revelation Perform,Music Venue,40.652268,-73.923501,Rugby,11203
Bernies Fun House,Carnival,40.608615,-74.074442,Park Hill,10305
Westerleigh Folk Music & Art Festival,Music Venue,40.618647,-74.13523,Westerleigh,10314
Conroy's Exclusive Taekwondo,Amusement Park,40.624487,-74.136393,Westerleigh,10302
S I Children's Theatre Association,Music Venue,40.633296,-74.16191,,10303
Crystal Room,Music Venue,40.593043,-74.070799,Arrochar,10305
Psychic Visions,Psychics and Astrologers,40.598419,-74.080816,,10305
Players Club Internet Sweepstakes Cafe,Casino,40.596575,-74.085094,,10305
Psychic Readings by Diane,Psychics and Astrologers,40.593009,-74.086823,,10305
Psychic Readings by Theresa,Psychics and Astrologers,40.592921,-74.086728,,10305
Psychic Readings By Diane,Arts and Entertainment,40.592926,-74.086554,,10305
Rab's County Lanes,Bowling Alley,40.58905,-74.092271,,10305
Visual Arts Masters,Arts and Entertainment,40.589309,-74.090715,,10305
Painting with a Twist,Arts and Entertainment,40.575431,-74.105489,Grant City,10306
Blue Point Art Studio,Arts and Entertainment,40.574527,-74.105127,Grant City,10306
Club 510,Night Club,40.5683,-74.106382,New Dorp Beach,10306
Inkllusionist,Arts and Entertainment,40.523737,-74.21532,Pleasant Plains,10309
Regal Bricktown Charleston,Movie Theater,40.530454,-74.230168,,10309
Unreal Escapes - Staten Island's Premiere Live Escape Room,Arts and Entertainment,40.552635,-74.218969,Rossville,10309
Krissy's Alley,Bowling Alley,40.553251,-74.173533,,10312
Little Victory Theatre,Music Venue,40.592299,-74.190021,Chelsea,10314
Psychic Readings By Rose,Psychics and Astrologers,40.594281,-74.186668,Chelsea,10314
Little Victory Theater,Music Venue,40.592346,-74.190241,Chelsea,10314
Miss Elvia Tattoo,Arts and Entertainment,40.592299,-74.190021,Chelsea,10314
Fly High Indoor Trampoline Park,Amusement Park,40.603045,-74.190924,Chelsea,10314
Chelsea Playground,Amusement Park,40.609314,-74.188366,,10314
Broffa Stadium,Stadium,40.611951,-74.156595,,10314
College Of Staten Island Outdoor Sports Complex,Stadium,40.6082,-74.157785,,10314
Psychic Life Readings By Mrs. Martin- Manhattan/Union County,Psychics and Astrologers,40.607347,-74.163106,,10314
92nd Street Y,Concert Hall,40.782864,-73.95284,Carnegie Hill,10128
Ballet Academy East,Music Venue,40.78292,-73.950744,Carnegie Hill,10128
Kaufmann Concert Hall,Concert Hall,40.782974,-73.952757,Carnegie Hill,10128
Cooper-Hewitt National Design Museum,Art Museum,40.784509,-73.95793,Carnegie Hill,10128
The Jewish Museum,Art Museum,40.785388,-73.957352,Carnegie Hill,10128
Buttenwieser Hall at the 92Y,Arts and Entertainment,40.782972,-73.952844,Carnegie Hill,10128
Solomon R Guggenheim Museum,Museum,40.783021,-73.959052,Carnegie Hill,10128
Biddy's Pub,Night Club,40.781073,-73.949143,Carnegie Hill,10128
Guggenheim Museum Store,Art Museum,40.782993,-73.959047,Carnegie Hill,10128
Salon 94,Art Gallery,40.786231,-73.956117,Carnegie Hill,10128
Thannhauser Gallery,Exhibit,40.782916,-73.958961,Carnegie Hill,10024
Alliance Art Glass,Art Gallery,40.780523,-73.95358,Carnegie Hill,10128
Dessoff Choirs,Music Venue,40.780963,-73.955302,Carnegie Hill,10128
Cavendish Bridge Club,Night Club,40.779821,-73.953597,Carnegie Hill,10128
Sheridan Fencing Academy,Arts and Entertainment,40.779821,-73.953597,Carnegie Hill,10128
The Chord Club powered by Billboard,Rock Club,40.78387,-73.949513,Carnegie Hill,10128
AMC Orpheum 7,Movie Theater,40.779378,-73.954017,Carnegie Hill,10028
Salon 94,Art Gallery,40.783311,-73.958398,Carnegie Hill,10128
The Samuel J. and Ethel LeFrak Gallery,Art Gallery,40.782916,-73.958961,Carnegie Hill,10128
Doris Salcedo,Art Museum,40.783184,-73.959015,Carnegie Hill,10128
92Y Concerts,Concert Hall,40.783029,-73.952715,Carnegie Hill,10128
Ypc Gallery,Art Gallery,40.783084,-73.952673,Carnegie Hill,10128
Woodruff Arts Center,Arts and Entertainment,40.783818,-73.953488,Carnegie Hill,10128
Roma Art Gallery & Custom Framing,Art Gallery,40.781972,-73.951888,Carnegie Hill,10128
The Cherry Lane Alternative,Arts and Entertainment,40.781691,-73.954324,Carnegie Hill,10128
Kennedy Galleries,Art Gallery,40.783888,-73.95489,Carnegie Hill,10128
Interharmony International Music Festival,Carnival,40.781162,-73.9519,Carnegie Hill,10128
J Alastair Duncan,Art Gallery,40.784239,-73.951887,Carnegie Hill,10128
Roy Bowen Theater,Theater,40.780555,-73.954412,Carnegie Hill,10128
American Art Fair,Arts and Entertainment,40.785106,-73.951746,Carnegie Hill,10128
William Doyle Galleries,Art Gallery,40.779972,-73.953996,Carnegie Hill,10128
"Saeki, Hiroke",Art Gallery,40.782807,-73.95699,Carnegie Hill,10128
China 2000 Fine Art New York,Art Gallery,40.779761,-73.953813,Carnegie Hill,10128
American Multi Cinema,Movie Theater,40.779378,-73.954017,Carnegie Hill,10028
My Path Astrology,Psychics and Astrologers,40.780806,-73.957131,Carnegie Hill,10028
Joyfly Club,Arts and Entertainment,40.782676,-73.957859,Carnegie Hill,10128
Legato Music Lessons,Jazz and Blues Venue,40.779559,-73.955335,Carnegie Hill,10028
Portraits,Art Gallery,40.784798,-73.957198,Carnegie Hill,10128
Shop Cooper Hewitt,Museum,40.784348,-73.95788,Carnegie Hill,10128
Valerie Goodman Gallery,Art Gallery,40.780872,-73.948611,Carnegie Hill,10128
Smithsonian Institution,Art Museum,40.784509,-73.95793,Carnegie Hill,10128
Natl Acadmy School of Fine Arts,Museum,40.783361,-73.958454,Carnegie Hill,10128
Anchorage Opera Co.,Opera House,40.786713,-73.954212,Carnegie Hill,10128
Lynda Anderson Galleries New York,Art Gallery,40.779725,-73.957177,Carnegie Hill,10028
Amsterdam Billiards & Bar,Arts and Entertainment,40.778421,-73.953455,Carnegie Hills,10028
Rkk & G Museum & Cultural,Museum,40.787113,-73.953397,Carnegie Hill,10128
Bar Goto,Night Club,40.722842,-73.989731,Downtown,10002
Rockwood Music Hall,Concert Hall,40.722389,-73.988534,Downtown,10002
"Rockwood Music Hall Stages 1, 2",Rock Club,40.722267,-73.988578,Downtown,10002
Anthology Film Archives,Indie Movie Theater,40.724717,-73.990197,Downtown,10003
Mercury Lounge,Night Club,40.722113,-73.986777,Downtown,10002
Bonnie Vee,Night Club,40.722402,-73.992027,Chinatown,10002
Bowery Mural,Art Gallery,40.724481,-73.992938,Downtown,10012
New York Theatre Workshop,Music Venue,40.726586,-73.990026,Downtown,10003
Angel Orensanz Foundation,Art Gallery,40.721169,-73.98578,Chinatown,10002
Caveat,Comedy Club,40.720774,-73.984455,Chinatown,10002
Bitforms Gallery,Art Gallery,40.720187,-73.990194,Chinatown,10002
Dixon Place,Music Venue,40.720655,-73.992831,Chinatown,10002
Arlene's Grocery,Rock Club,40.721314,-73.988405,Chinatown,10002
New Museum,Art Museum,40.722321,-73.993028,Chinatown,10002
Connelly Theater,Concert Hall,40.723496,-73.983514,Alphabet City,10009
The Box,Night Club,40.72187,-73.992213,Chinatown,10002
Pianos,Rock Club,40.721065,-73.987653,Chinatown,10002
Club Cumming,Arts and Entertainment,40.725438,-73.983503,Alphabet City,10009
Duane Park,Jazz and Blues Venue,40.724977,-73.992565,Downtown,10012
Short Stories,Arts and Entertainment,40.726624,-73.991494,Downtown,10003
Boiler Room,Night Club,40.725981,-73.98933,Downtown,10003
Sour Mouse,Pool Hall,40.718886,-73.98844,Chinatown,10002
Drom,Jazz and Blues Venue,40.725307,-73.98437,Alphabet City,10009
The Bowery Electric,Music Venue,40.725755,-73.991722,Downtown,10003
205 Club,Music Venue,40.722297,-73.991936,Chinatown,10002
Special Special,Art Gallery,40.72403,-73.98969,Downtown,10003
The Trops,Art Gallery,40.724024,-73.990709,Downtown,10003
Sommwhere,Art Gallery,40.721906,-73.990436,Chinatown,10002
SB Design & Marketing,Art Gallery,40.725547,-73.987436,Downtown,10003
Glory,Night Club,40.722417,-73.985523,Alphabet City,10002
Pianos - Showroom,Music Venue,40.721012,-73.987607,Chinatown,10002
Van Der Plas Gallery,Art Gallery,40.720931,-73.988608,Chinatown,10002
Chapter NY,Art Gallery,40.721614,-73.985274,Downtown,10002
Zito Gallery,Art Gallery,40.721662,-73.985494,Downtown,10002
Bureau,Art Gallery,40.721287,-73.985703,Downtown,10002
An Evening on the Bowery,Performing Arts Venue,40.726033,-73.991428,Downtown,10003
The Main Event,Art Gallery,40.722963,-73.982986,Alphabet City,10009
Space 776,Art Gallery,40.720062,-73.98482,Chinatown,10002
Kenkeleba House Garden,Art Gallery,40.722059,-73.982803,Alphabet City,10009
Hunk-O-Mania,Night Club,40.722664,-73.986362,Alphabet City,10009
Cloisters The Museum,Museum,40.722558,-73.986271,Alphabet City,10009
Pair Wine Tours,Music Venue,40.722261,-73.985299,Alphabet City,10002
Marina Reiter,Arts and Entertainment,40.723165,-73.983763,Alphabet City,10009
Psychic Reader & Advisor Lisa,Psychics and Astrologers,40.719686,-73.988777,Chinatown,10002
Mannahatta,Arts and Entertainment,40.725085,-73.992569,Downtown,10012
Van Doren Waxter Gallery,Arts and Entertainment,40.721301,-73.992857,Chinatown,10002
The Present Theatre Company,Theater,40.724961,-73.983178,Alphabet City,10009
Ghostbusters Headquarters,Arts and Entertainment,40.719579,-74.006626,Civic Center,10013
Postmasters Gallery,Art Gallery,40.717205,-74.002691,Chinatown,10013
Apexart,Art Gallery,40.718989,-74.004508,Civic Center,10013
Tribeca Rock Club,Rock Club,40.71427,-74.007463,Battery Park City,10007
Shake Rattle & Roll Dueling Pianos,Comedy Club,40.71421,-74.007679,Battery Park City,10007
Salomon Arts Gallery,Art Gallery,40.717363,-74.004792,Civic Center,10013
Art Continuum Experience,Art Gallery,40.717415,-74.00406,Chinatown,10013
Tunney Art Gallery,Art Gallery,40.717536,-74.004406,Chinatown,10013
Feet 1st Studios,Arts and Entertainment,40.717032,-74.003077,Chinatown,10013
Kapp Kapp,Art Gallery,40.717415,-74.002874,Chinatown,10013
Theodore:Art,Art Gallery,40.717767,-74.003518,Chinatown,10013
Twenty First Gallery,Art Gallery,40.718019,-74.004469,Civic Center,10013
Jtt,Art Gallery,40.717725,-74.003325,Chinatown,10013
PaintNite NYC at Woodrow's,Arts and Entertainment,40.714012,-74.009024,Battery Park City,10007
Nicelle Beauchene Gallery,Art Gallery,40.718018,-74.003809,Chinatown,10013
Lubov,Art Gallery,40.717938,-74.003506,Chinatown,10013
A+ E Studios,Art Gallery,40.717603,-74.007857,Civic Center,10013
Room For Tea,Art Gallery,40.717739,-74.002887,Chinatown,10013
Benjamin Franklin Statue,Public Art,40.711773,-74.006099,Chinatown,10038
Manhattan Children's Theatre,Theater,40.718019,-74.002505,Chinatown,10013
Spi International,Movie Theater,40.718354,-74.004046,Chinatown,10013
N.C.R. DVD Video,Arts and Entertainment,40.71309,-74.009206,Battery Park City,10038
R & Co.,Art Gallery,40.718483,-74.003265,Chinatown,10013
Deli Gallery,Art Gallery,40.718763,-74.004371,Civic Center,10013
Artists Space,Art Gallery,40.71787,-74.002019,Chinatown,10013
The Hole 86 Walker Street,Art Gallery,40.718507,-74.002156,Chinatown,10013
Casa de la Salsa,Night Club,40.717575,-74.00096,Chinatown,10013
Independent Curators International,Art Gallery,40.71873,-74.00214,Chinatown,10003
Masters & Pelavin,Art Gallery,40.718202,-74.009627,Civic Center,10013
Intrepid Museum,Museum,40.716451,-74.004625,Chinatown,10013
Tribeca Comedy Lounge,Comedy Club,40.714208,-74.007766,Battery Park City,10007
The Dinner Detective,Theater,40.714313,-74.007858,Battery Park City,10007
Theatre Museum,Museum,40.717095,-74.006702,City Hall Area,10013
Party With Marty & Iris,Arts and Entertainment,40.717371,-74.006495,City Hall Area,10013
Front Art Space,Art Gallery,40.715051,-74.008498,Battery Park City,10007
Gallery Sixty Nine,Arts and Entertainment,40.71767,-74.005416,Civic Center,10013
Postermuseum.Com,Museum,40.715139,-74.008787,Battery Park City,10007
Tom Shannon,Art Gallery,40.714012,-74.009024,Battery Park City,10007
Museum,Art Museum,40.717523,-74.002878,Chinatown,10013
Rosie O'Grady's Pub,Night Club,40.714076,-74.009077,Battery Park City,10007
James Perkins Studio,Arts and Entertainment,40.717832,-74.003414,Chinatown,10013
La Monte Young and Marian Zazeela: Dream House,Art Gallery,40.718496,-74.004794,Civic Center,10013
Vintage,Arts and Entertainment,40.717614,-74.001529,Chinatown,10013
Andrew Kreps Gallery,Art Gallery,40.718781,-74.003385,Chinatown,10013
Mind Sound Youth Art Camp,Arts and Entertainment,40.713287,-74.009912,Battery Park City,10007
Diamond Girls Escort,Strip Club,40.718402,-74.002302,Chinatown,10001
Law Department,Arcade,40.713126,-74.009862,Battery Park City,10007
Gio-Art Productions,Arts and Entertainment,40.711977,-74.008507,City Hall,10007
Fine Things Packages,Ticket Seller,40.718748,-74.002576,Chinatown,10013
Carriage Trade,Art Gallery,40.718876,-74.002713,Chinatown,10013
Hutaoli Music Restaurant & Bar,Music Venue,40.74848,-73.987244,Flatiron,10001
Second Floor,Music Venue,40.747109,-73.990072,Chelsea,10001
Swingers Crazy Golf,Mini Golf Course,40.746254,-73.988761,Flatiron,10001
The Jazz Gallery,Arts and Entertainment,40.744659,-73.98865,Flatiron,10001
The PIT Loft,Comedy Club,40.747596,-73.992013,Chelsea,10001
Vr World NYC,Amusement Park,40.748031,-73.983907,East Side,10016
The Actors Green Room,Concert Hall,40.745165,-73.988118,Flatiron,10001
Rick's Cabaret,Night Club,40.748588,-73.987248,Flatiron,10001
Cloud Social,Night Club,40.74728,-73.986306,Flatiron,10001
New York Knicks Wall Mural,Arts and Entertainment,40.750048,-73.991105,Chelsea,10121
Nieves Salsa,Salsa Club,40.747775,-73.98747,Flatiron,10001
Anytime Billiards,Pool Hall,40.747463,-73.990383,Chelsea,10001
The Disco Room,Night Club,40.748228,-73.986579,Flatiron,10001
Hook and Eye Theatre,Theater,40.748079,-73.992076,Chelsea,10001
Black City Media Studios,Music Venue,40.747124,-73.991514,Chelsea,10001
The Actors Green Room,Arts and Entertainment,40.750557,-73.986277,Garment District,10018
Pod Noise Studio,Music Venue,40.749641,-73.992181,Chelsea,10001
MCC,Theater,40.746566,-73.992191,Chelsea,10001
PBR- Bulls And BBQ,Arts and Entertainment,40.75043,-73.992955,Chelsea,10119
Bodega Studios,Arts and Entertainment,40.74618,-73.992482,Chelsea,10001
New York Nightclubs VIP,Night Club,40.744695,-73.987532,Flatiron,10001
Loft227,Arts and Entertainment,40.748617,-73.99415,Chelsea,10001
Cuban Arts Space,Art Gallery,40.748559,-73.994279,Chelsea,10001
Theatreworks USA,Music Venue,40.74573,-73.993163,Chelsea,10001
Clampart,Art Gallery,40.748765,-73.994636,Chelsea,10001
Fifth Ave Arcade,Amusement Park,40.745026,-73.987283,Flatiron,10001
Sound Off Music Studios,Music Venue,40.744895,-73.990116,Chelsea,10001
Psychic Boutique,Psychics and Astrologers,40.748145,-73.986422,Flatiron,10001
One of the Boys,Music Venue,40.750996,-73.987997,Garment District,10018
Room Escape Adventures,Escape Room,40.748178,-73.992429,Chelsea,10001
Cirque Du Soleil - Twas the Night Before,Music Venue,40.749696,-73.99214,Chelsea,10001
Sky Frame & Arts,Art Gallery,40.74705,-73.992254,Chelsea,10001
Society Of Unique Artists,Arts and Entertainment,40.745429,-73.988347,Flatiron,10001
Master Psychic,Psychics and Astrologers,40.748766,-73.984634,East Side,10001
Friends-The Univ-Hong Kong,Museum,40.74572,-73.986773,Flatiron,10001
Ubu Repertory Theater,Arts and Entertainment,40.745321,-73.988343,Flatiron,10001
LAC Management,Arts and Entertainment,40.750443,-73.984482,Flatiron,10018
Runway,Night Club,40.744741,-73.987839,Flatiron,10001
Identities Modeling Agency,Music Venue,40.744693,-73.987619,Flatiron,10001
1st Art Gallery,Art Gallery,40.744636,-73.987748,Flatiron,10001
Douglas Phillabaum,Arts and Entertainment,40.744475,-73.987698,Flatiron,10001
Art US,Carnival,40.748993,-73.994208,Chelsea,10001
Commission.NYC,Art Gallery,40.744788,-73.986094,Flatiron,10016
Gallery In Six,Art Gallery,40.744087,-73.988076,Flatiron,10001
Botanica Chango,Psychics and Astrologers,40.607233,-74.066023,Rosebank,10305
Museum of Maritime Navigation and Communication,Science Museum,40.6138,-74.066204,Rosebank,10305
Garibaldi-Meucci Museum,History Museum,40.615148,-74.073882,Park Hill,10305
Hall of Frames,Art Gallery,40.602982,-74.083268,Concord,10305
S I Children's Theatre Association,Concert Hall,40.635267,-74.103861,New Brighton,10301
Atomic Soda Studios,Art Gallery,40.626744,-74.142283,,10302
Shootin School Basketball,Arts and Entertainment,40.63082,-74.137841,Port Richmond,10302
Amour Event Venue,Music Venue,40.654691,-73.917491,Rugby,11212
Jerk Spot,Music Venue,40.654959,-73.917544,Rugby,11212
Brooklyn East Ny,Arts and Entertainment,40.663619,-73.889578,East New York,11207
Funfest Family Entertainment,Bowling Alley,40.612685,-73.912859,,11234
Jazz Club,Jazz and Blues Venue,40.612741,-73.918871,,11234
Aj Fine Arts,Art Gallery,40.615612,-73.918239,Georgetown,11234
"La Spina, Peter and John",Bowling Alley,40.613452,-73.912366,,11234
Primetime Sports & Arts,Arts and Entertainment,40.707717,-73.797669,Jamaica Hills,11432
Children's Library Discovery Center,Arts and Entertainment,40.707746,-73.794398,Jamaica Hills,11432
Love Supplies Botanica,Psychics and Astrologers,40.707211,-73.796343,Jamaica,11432
Bombay Theatre,Indie Movie Theater,40.733201,-73.794331,Utopia,11365
Slava Matatov Entertainment,Theater,40.733636,-73.796311,Utopia,11365
Big Cinemas Bombay New York,Arts and Entertainment,40.732884,-73.794058,Utopia,11365
XBowling,Bowling Alley,40.733239,-73.809786,Pomonok,11365
12 In A Row,Bowling Alley,40.73312,-73.810218,Pomonok,11365
Queens Artists,Arts and Entertainment,40.73244,-73.8098,Pomonok,11365
Astoria Bowl,Bowling Alley,40.773232,-73.894658,Astoria Heights,11105
David Zwirner Gallery,Art Gallery,40.773303,-73.894006,Astoria Heights,11370
Cobblestone Pub II,Arts and Entertainment,40.770642,-73.890542,Astoria Heights,11370
Concourse Plaza Multiplex Cinemass,Movie Theater,40.825278,-73.92114,Melrose,10451
Project VIP,Theater,40.842244,-73.914736,Concourse,10452
Ballers Night Club,Arts and Entertainment,40.841204,-73.917323,Concourse,10452
Beverly Hills Manor,Music Venue,40.846672,-73.912759,Mount Eden,10453
Martha Graham Center Of Contemporary Dance,Music Venue,40.843488,-73.918765,Highbridge,10452
170 Jerome,History Museum,40.841883,-73.91818,,10452
Patron NY,Night Club,40.841427,-73.917068,Concourse,10452
Equator Lounge,Arts and Entertainment,40.84049,-73.917777,Concourse,10452
"Rossie Minnie Alvarado, PT",Stadium,40.846024,-73.921255,Morris Heights,10452
Beverly Hills Manor,Music Venue,40.846672,-73.912759,Mount Eden,10453
Turn On To Love Club,Night Club,40.84821,-73.911766,Mount Eden,10453
Fred Dolan Art Academy,Art Gallery,40.851464,-73.911276,,10453
The Blasket,Music Venue,40.759647,-73.965314,East Side,10022
Sapphire New York Strip Club,Strip Club,40.760649,-73.962164,Lenox Hill,10022
Mount Vernon Hotel Museum & Garden,History Museum,40.760551,-73.959757,Lenox Hill,10065
"City Cinemas 1, 2 & 3",Movie Theater,40.761839,-73.966054,Lenox Hill,10022
Adonis Lounge,Night Club,40.760603,-73.965875,East Side,10022
Apf Master Framemakers,Art Gallery,40.761413,-73.965863,East Side,10022
Mary-Louise Bicket - Artist,Art Gallery,40.761867,-73.965007,Lenox Hill,10065
Ubu Gallery,Art Gallery,40.75916,-73.96132,Midtown,10022
The Korea Society,Art Gallery,40.760226,-73.96787,East Side,10022
East Side Club,Amusement Park,40.759384,-73.967051,East Side,10022
Art Assets,Art Gallery,40.75853,-73.960684,Midtown,10022
Movies 101,Movie Theater,40.76319,-73.961956,Lenox Hill,10065
Space 54,Music Venue,40.757744,-73.967861,Beekman,10022
The Inkwell,Night Club,40.757581,-73.967899,Beekman,10022
Cohen Media Group,Arts and Entertainment,40.762646,-73.968183,Lenox Hill,10022
Voltz Clarke Gallery,Art Gallery,40.764096,-73.966404,Lenox Hill,10065
Oj Art Gallery,Art Gallery,40.759309,-73.96849,East Side,10022
Royale Galleries,Arts and Entertainment,40.760024,-73.963319,East Side,10022
Jane Kahan Gallery,Art Gallery,40.759976,-73.963099,East Side,10022
Sapphire New York,Night Club,40.760702,-73.962333,Lenox Hill,10022
Sapphire Gentlemen's Club,Strip Club,40.760752,-73.962343,Lenox Hill,10022
Art Of Mastery,Art Gallery,40.759498,-73.964828,East Side,10022
Psychic New York Readings By Samantha,Psychics and Astrologers,40.760782,-73.965227,East Side,10022
The OJ Gallery,Art Gallery,40.759644,-73.965401,East Side,10022
Rafael Gallery,Art Gallery,40.761262,-73.965464,East Side,10022
Peaches Escort,Strip Club,40.759316,-73.961544,Midtown,10022
Mirshak Artists Management,Arts and Entertainment,40.762396,-73.963411,Lenox Hill,10065
Art of Leadership,Arts and Entertainment,40.759997,-73.966332,East Side,10022
Abigail Adams Smith Museum,Museum,40.760551,-73.959757,Lenox Hill,10065
H K Associates Artist,Music Venue,40.763435,-73.962883,Lenox Hill,10065
Club Play,Arts and Entertainment,40.758519,-73.967105,East Side,10022
Nancy Druckman Art,Art Gallery,40.757608,-73.960867,Midtown,10022
Baker Artists,Arts and Entertainment,40.760858,-73.968419,East Side,10022
Peter's Gallery of Art,Arts and Entertainment,40.761017,-73.968556,East Side,10022
Sussman Sales,Ticket Seller,40.757334,-73.967059,East Side,10022
New Age Producers Group,Circus,40.759333,-73.968972,East Side,10022
NYC Psychic Insights New York,Psychics and Astrologers,40.758849,-73.968909,East Side,10022
Readings By Psychic Serena,Psychics and Astrologers,40.756747,-73.966818,Beekman,10022
Rko Stage Productions,Music Venue,40.762586,-73.968399,East Side,10022
Dicapo Opera Theatre,Opera House,40.758046,-73.968659,Beekman,10021
Wooster Projects,Art Gallery,40.764297,-73.960951,Lenox Hill,10065
The Gutter,Bowling Alley,40.74652,-73.951791,Hunters Point,11101
LIC Bar,Music Venue,40.747141,-73.952775,Hunters Point,11101
Culture Lab,Performing Arts Venue,40.747509,-73.955148,Hunters Point,10036
Chocolate Factory Theater,Concert Hall,40.743647,-73.9543,Hunters Point,11101
New York Irish Center,Concert Hall,40.742114,-73.95315,Hunters Point,11101
Underpenny Plane And Cast Iron Museum,Museum,40.742804,-73.953569,Hunters Point,11101
Ten10 Studios,Art Gallery,40.744648,-73.953204,Hunters Point,11101
Playday,Arts and Entertainment,40.742381,-73.955256,Hunters Point,11101
Matted LIC,Art Gallery,40.745834,-73.953249,Hunters Point,11101
Deli Gallery,Art Gallery,40.747009,-73.951678,Hunters Point,10036
Kaikai Kiki New York,Art Gallery,40.746709,-73.954811,Hunters Point,11101
Eleventh Street Arts,Art Gallery,40.746337,-73.950561,Hunters Point,11101
First Person Xperience,Arts and Entertainment,40.739912,-73.952759,Hunters Point,11101
Gantry Loft,Music Venue,40.742242,-73.958439,Hunters Point,11101
Cinelease,Arts and Entertainment,40.740598,-73.957371,Hunters Point,11101
Plaxall Gallery,Art Gallery,40.747588,-73.954234,Hunters Point,11101
Irena Hochman Fine Art,Art Gallery,40.745449,-73.951487,Hunters Point,11101
Fifth Hammer Brewing,Arts and Entertainment,40.746412,-73.951787,Hunters Point,11101
The Gutter Bar LIC,Bowling Alley,40.746515,-73.951965,Hunters Point,11101
Neustadt Museum Of Tiffany Art,Museum,40.746994,-73.954255,Hunters Point,11101
Deli Gallery,Art Gallery,40.746426,-73.951263,Hunters Point,11101
Lewis Ross,Museum,40.747042,-73.954475,Hunters Point,11101
Japan Society,Art Museum,40.752498,-73.968313,Beekman,10017
Somm Time,Night Club,40.755516,-73.96843,Beekman,10022
Japan Society Film,Indie Movie Theater,40.752445,-73.968267,Beekman,10017
Making Books Sing,Music Venue,40.751561,-73.969019,Beekman,10017
Serindia Gallery,Art Gallery,40.752619,-73.971812,Beekman,10017
Agamemnon:Redux,Theater,40.753312,-73.972145,Beekman,10017
Psychic Readings by Donna,Psychics and Astrologers,40.751062,-73.971533,East Side,10017
Kobra Firefighter Mural On 49th,Public Art,40.755053,-73.971601,Beekman,10017
Bea,Performing Arts Venue,40.756161,-73.968543,Beekman,10022
