Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Saint Helen Roman Catholic Church,Church,40.660765,-73.850242,,11414
Builders Apartment,Real Estate Service,40.667283,-73.850348,Lidenwood,11414
Lefferts/Liberty Kiwanis First,Education,40.667302,-73.8517,Lidenwood,11414
Heartshare Human Service of New York,High School,40.667352,-73.851832,Lidenwood,11414
Lindenwood Village Co-Op,Property Management Office,40.667364,-73.847212,,11414
Patchogue Homes Condominium,Real Estate Agency,40.66838,-73.849603,Lidenwood,11414
St Clare Roman Catholic Church,Church,40.668573,-73.736382,Rosedale,11422
Parkway Baptist Church of Springfield Gardens,Church,40.667848,-73.736984,Rosedale,11422
Rosedale City Mission,Church,40.665782,-73.737699,Rosedale,11413
Ultimate Dance,Education,40.666733,-73.736292,Rosedale,11422
Mona Prep Day Care,Nursery School,40.666738,-73.736118,Rosedale,11422
St Clare School,Church,40.669107,-73.736198,Rosedale,11422
Fire Department New York Engine 314,Fire Station,40.664036,-73.740734,Rosedale,11413
Nys Csea Partnership For Education & Training,Education,40.667915,-73.740779,Laurelton,11422
St Claire,Church,40.668615,-73.736487,Rosedale,11422
Roman Catholic Diocese-Brooklyn,Primary and Secondary School,40.668997,-73.736282,Rosedale,11422
Mercy Home For Children,Public and Social Service,40.669327,-73.736031,Rosedale,11422
Duncan Tree Foundation,Organization,40.664304,-73.738651,Rosedale,11422
Lefrak City,Residential Building,40.73581,-73.862834,LeFrak City,11368
Masjid Nur Allah,Mosque,40.736503,-73.863165,LeFrak City,11368
Lefrak City Jewish Center,Synagogue,40.735537,-73.860903,LeFrak City,11368
Lefrak City,Residential Building,40.735216,-73.863566,LeFrak City,11368
FDNY Engine 289/Ladder 138,Fire Station,40.735807,-73.860869,LeFrak City,11368
Lefrak City Apartments,Real Estate Service,40.737225,-73.862362,LeFrak City,11368
New York City Department of Environmental Protection,Government Department / Agency,40.734879,-73.863368,LeFrak City,11368
Lefrak City Management,Residential Building,40.73716,-73.864011,LeFrak City,11368
La France,Residential Building,40.735971,-73.864936,LeFrak City,11368
Lefrak City,Residential Building,40.736689,-73.864307,LeFrak City,11368
LeFrak City,Residential Building,40.736582,-73.860112,LeFrak City,11368
Lefrak City Branch Queens Lbry,Library,40.737465,-73.86141,LeFrak City,11368
NYC Early Intervention - Queens Regional Office,Government Building,40.734905,-73.86446,LeFrak City,11373
Happy Dragon Daycare & Early Intervention Center,Education,40.736098,-73.86005,LeFrak City,11368
NYC Department Of Environmental,Government Department / Agency,40.734792,-73.86463,LeFrak City,11373
Public School 206,Elementary School,40.734135,-73.860852,LeFrak City,11374
Lefrak City,Residential Building,40.737854,-73.865135,LeFrak City,11368
United States Postal Service,Post Office,40.735219,-73.864821,LeFrak City,11373
St Paul's Catholic Church,Church,40.739011,-73.862121,LeFrak City,11368
Sherwood Village,Residential Building,40.736618,-73.858716,LeFrak City,11368
Park City Estates,Property Management Office,40.733245,-73.859815,LeFrak City,11374
Central Queens Academy Charter School,Elementary School,40.737391,-73.866341,LeFrak City,11373
Iccd,Education,40.732738,-73.858574,LeFrak City,11374
Queens Chinese Presbyterian Church,Church,40.735268,-73.858798,LeFrak City,11374
Alexander,Real Estate Service,40.732242,-73.86314,LeFrak City,11374
John F Kennedy Jr School,High School,40.735791,-73.867723,LeFrak City,11373
PS 13Q The Clement C Moore School,Education,40.7373,-73.867778,LeFrak City,11373
Thespian Production,Non-Profit Organization,40.73576,-73.862701,LeFrak City,11368
Village Spiritual Center,Spiritual Center,40.73576,-73.862701,LeFrak City,11368
Trinity Baptist Church,Church,40.736287,-73.863157,LeFrak City,11368
Southern Baptist Convention,Church,40.736285,-73.863244,LeFrak City,11368
Kemeko Family Services,Public and Social Service,40.735007,-73.862586,LeFrak City,11368
State Of New York,Government Department / Agency,40.735005,-73.862674,LeFrak City,11368
Young Adult Inst Residence,Public and Social Service,40.737273,-73.862582,LeFrak City,11368
Jones W H Rev,Spiritual Center,40.737034,-73.861394,LeFrak City,11368
Lefrak City,Government Department / Agency,40.737083,-73.863666,LeFrak City,11368
New York City Water Supply,Government Department / Agency,40.734879,-73.863368,LeFrak City,11368
Lefrak City Management,Residential Building,40.735864,-73.86074,LeFrak City,11368
Queens Environmental Protection,Government Department / Agency,40.734875,-73.863542,LeFrak City,11368
City of New York,Community and Government,40.734875,-73.863542,LeFrak City,11368
Queens Borough Public Library,Library,40.737564,-73.861763,LeFrak City,11368
"Environmental Protection Department of General Inf, Customer Services",Community and Government,40.7349,-73.864634,LeFrak City,11373
Health Management Unit,Government Department / Agency,40.734847,-73.864589,LeFrak City,11373
Lefrak Renting Office,Real Estate Service,40.734795,-73.864543,LeFrak City,11373
Vesid,Government Department / Agency,40.734792,-73.86463,LeFrak City,11373
New York City Water Board,Government Department / Agency,40.73474,-73.864585,LeFrak City,11373
City of New York,Community and Government,40.73474,-73.864585,LeFrak City,11373
Consolidated Edison Company of New York,Utility Company,40.734687,-73.864539,LeFrak City,11373
Brooklyn Environmental Cmplnc,Community and Government,40.734687,-73.864539,LeFrak City,11373
New York City Board of Education,Elementary School,40.734406,-73.860818,LeFrak City,11374
Ps Middle School 114 Belle Harbor Rockaway Park,Education,40.576378,-73.853929,Rockaway Beach,11694
Congregation Ohab Zedek,Synagogue,40.574059,-73.852017,Rockaway Beach,11694
St Francis De Sales School,Elementary School,40.576676,-73.848675,Rockaway Beach,11694
St Francis de Sales Roman Catholic Church,Church,40.576145,-73.848394,Rockaway Beach,11234
Beach 128th Street,Housing Development,40.57271,-73.854231,,11694
Ps 114,Elementary School,40.577653,-73.854584,,11694
PS 114 Elementary School,Elementary School,40.577548,-73.854493,,11694
Yeshiva of Belle Harbor,Elementary School,40.574057,-73.852104,Rockaway Beach,11694
A.B.L.E. Discovery Center for Children,Child Care Service,40.574176,-73.851673,Rockaway Beach,11694
Graybeards Limited,Public and Social Service,40.57789,-73.849306,,11694
Mercaz Hatorah Hs Dorm,Primary and Secondary School,40.579827,-73.851025,Rockaway Beach,11694
Mercaz Hatorah of Belle Harbor,Elementary School,40.579844,-73.851052,Rockaway Beach,11694
Graybeards,Non-Profit Organization,40.578757,-73.849403,,11694
United States Postal Service,Post Office,40.581999,-73.836466,Boardwalk,11694
Temple Beth-El of Rockaway Park,Synagogue,40.578577,-73.841782,,11694
Queens Library at Seaside,Library,40.579491,-73.837681,Boardwalk,11694
Transit District 23,Police Station,40.58031,-73.837232,Boardwalk,11694
Fdny Engine 268 / Ladder 137,Fire Station,40.580986,-73.83817,Boardwalk,11694
North Shore L I Jewish,Spiritual Center,40.582249,-73.837214,Boardwalk,11694
First Church Of God,Church,40.581545,-73.839452,Boardwalk,11694
Rank's Driving School,Driving School,40.580615,-73.837939,Boardwalk,11694
Queens Borough Public Library Branches,Library,40.579496,-73.837507,Boardwalk,11694
New York City Police Department,Police Station,40.58031,-73.837232,Boardwalk,11694
Seaside Public Library,Library,40.579608,-73.837337,Boardwalk,11694
Yeshiva Mercaz Hatorah of Belle Harbor,Elementary School,40.577338,-73.843913,,11694
Belle Harbor Home of the Sages,Retirement Home,40.577471,-73.845005,Rockaway Beach,11694
Consolidated Edison Rockaway Park,Utility Company,40.579847,-73.846788,,11694
Rockaway Revival,Church,40.57958,-73.836335,Boardwalk,11694
House On The Rock Church,Church,40.580081,-73.8357,Boardwalk,11694
Rockaway Summer House,Spiritual Center,40.595072,-73.796979,Somerville,11692
Ps/Ms 42 Q,Education,40.594427,-73.794823,Arverne,11692
Jehovah's Witnesses,Kingdom Hall,40.59743,-73.79741,Somerville,11692
Jehovah's Witnesses Rockaway Beach Unit,Church,40.597325,-73.797319,Somerville,11692
Active/Engaged Parents in Schools/Community Network,Non-Profit Organization,40.595523,-73.796211,Arverne,11692
Catholic Charities,Charity,40.595525,-73.796124,Arverne,11692
Christ Church the Center of Hope,Church,40.595247,-73.798192,Somerville,11692
Public School 42,Primary and Secondary School,40.594741,-73.795183,Arverne,11692
I S 42,Elementary School,40.594528,-73.795088,Arverne,11692
Battalion Pentecostal,Church,40.594291,-73.79595,,11692
Original Seed Tabernacle,Spiritual Center,40.594839,-73.7998,Somerville,11692
Kingsbridge Heights Rehab,Rehabilitation Center,40.593566,-73.796926,Somerville,11692
Gethsemane Soul Saving Sta,Church,40.661008,-73.75192,Brookville,11413
New Apostolic Church,Church,40.658334,-73.753266,Brookville,11413
Martin de Porres School,Education,40.658389,-73.753225,Brookville,11413
Qsac,Primary and Secondary School,40.659019,-73.749585,Brookville,11413
St Peter's Lutheran Church,Church,40.65888,-73.757295,,11413
Ps 181 Brookfield School,Education,40.65586,-73.753095,Brookville,11413
Deliverance New Testament,Church,40.659092,-73.750982,Brookville,11413
Public School 181,Education,40.655968,-73.753098,Brookville,11413
B-Tech,High School,40.73371,-73.739784,Bellaire,11427
Martin Van Buren High School,High School,40.733883,-73.73931,Bellaire,11427
The Logos Church,Church,40.735226,-73.735208,Bellaire,11427
Queens Forever Young Social Adult Daycare,Senior Citizen Service,40.732876,-73.738621,Bellaire,11427
Bell Park Jewish Center,Synagogue,40.732878,-73.738534,Bellaire,11427
Queens Forever Young Social Adult Day Care,Organization,40.732885,-73.738272,Bellaire,11427
Services Now for Adult Persons,Spiritual Center,40.732427,-73.739304,Bellaire,11427
Business Technology Early College High School,Education,40.73371,-73.739784,Bellaire,11427
Masjid Bilal,Mosque,40.731915,-73.738239,Bellaire,11427
Ahrc,Public and Social Service,40.730946,-73.73598,Bellaire,11427
Bayside Volleyball Club,Youth Organization,40.734683,-73.735365,Bellaire,11427
Transitional Svces of N Y,Public and Social Service,40.733576,-73.734323,Bellaire,11427
Bell Park Manor Terrace,Property Management Office,40.731619,-73.743598,Bellaire,11427
Korean American Senior Center Of Corona,Church,40.753646,-73.857372,South Corona,11368
Louis Armstrong School 143,Elementary School,40.755733,-73.855963,South Corona,11368
Mt Horeb Baptist Church,Church,40.756197,-73.858863,North Corona,11368
Immigrant Movement,Organization,40.751564,-73.856778,Corona,11368
Iprhe Corona Senior Center,Senior Citizen Service,40.751132,-73.856538,Corona,11368
Ps 330 Q,Elementary School,40.757704,-73.859005,North Corona,11368
Corona East Elmhurst Naacp,Organization,40.757724,-73.858219,North Corona,11368
Sage House Condominium,Residential Building,40.757813,-73.856869,South Corona,11368
Faith Baptist Church,Church,40.753827,-73.862882,Corona,11368
Iglesia Bautista De La Fe,Church,40.753827,-73.862882,Corona,11368
Elmcor Recreation Center,College Rec Center,40.757377,-73.861221,North Corona,11368
The New York Church of Christ,Church,40.753651,-73.857197,South Corona,11368
Iglesia Cristiana Lapalabra,Church,40.75278,-73.859568,South Corona,11368
Cannan Baptist Church,Church,40.754975,-73.860216,North Corona,11368
IMI Corona,Community and Government,40.75156,-73.8568,Corona,11368
Judah House of Deliverance,Church,40.756236,-73.859432,North Corona,11368
New York City Board Of Education,Primary and Secondary School,40.756485,-73.856078,South Corona,11368
Meadow Manor Co.,Real Estate Service,40.75654,-73.856036,South Corona,11368
N Y Short Term Mission,Organization,40.756873,-73.855699,South Corona,11354
Feed the People's Ministry,Spiritual Center,40.757359,-73.855673,South Corona,11368
Sheltering Arms Children & Family Services,Public and Social Service,40.757784,-73.858003,North Corona,11368
Ps 287,Elementary School,40.757592,-73.859175,North Corona,11368
Babalu Aye,Church,40.749956,-73.858198,Corona,11368
Elmcor Youth Center,Youth Organization,40.757379,-73.861133,North Corona,11368
Sorrows School,Primary and Secondary School,40.754086,-73.863284,Corona,11368
Unidos Por la Paz,Church,40.753923,-73.863322,Corona,11368
Violence Intervention Program,Public and Social Service,40.750737,-73.861371,Corona,11368
Elmcor Yuth Adult Actvties,Youth Organization,40.757595,-73.861141,North Corona,11368
Young Nak Presbyterian Church,Church,40.756923,-73.862078,Corona,11368
Church In The Gardens Nursery School,College and University,40.71608,-73.841797,Forest Hills,11375
Church In The Gardens,Church,40.716352,-73.841568,Forest Hills,11375
Church In The Gardens Community House,Child Care Service,40.716418,-73.84109,Forest Hills,11375
P.S. 101 - The School In The Gardens,Elementary School,40.715229,-73.843273,Forest Hills,11375
Ascension Church,Church,40.715708,-73.843509,Forest Hills,11375
Tennis View Apartments,Residential Building,40.717101,-73.84177,Forest Hills,11375
St Luke's Episcopal Church,Church,40.714058,-73.844758,Forest Hills,11375
Michele Towers,Residential Building,40.716185,-73.837591,Forest Hills,11375
Mayfair House,Residential Building,40.718563,-73.839466,Forest Hills,11375
FireHouse,Fire Station,40.718126,-73.837574,Forest Hills,11375
ClearSound Imaging,Organization,40.713403,-73.840894,Forest Hills,11375
Blanton Peale Counseling Center,Public and Social Service,40.715969,-73.841772,Forest Hills,11375
MUSIC TOGETHER With MUSIC AND ME,Music School,40.716242,-73.841651,Forest Hills,11375
New York Pyung Khang Korean Church,Spiritual Center,40.716356,-73.841394,Forest Hills,11375
New York City Board of Education,Primary and Secondary School,40.715546,-73.843546,Forest Hills,11375
Parents Association of PS 101Q,Education,40.715546,-73.843546,Forest Hills,11375
150 Burns Apartment,Residential Building,40.717291,-73.840686,Forest Hills,11375
First Church of Christ Scientist Forest Hills,Church,40.717646,-73.843666,Forest Hills,11375
Sakura Ya Japanese Market,Charity,40.718356,-73.840174,Forest Hills,11375
Democratic County Comm-Queens,Organization,40.718518,-73.84121,Forest Hills,11375
Our Lady Queen of Martyrs School,Church,40.718571,-73.841255,Forest Hills,11375
Forest Hills Fire Department,Fire Station,40.717968,-73.837437,Forest Hills,11375
Our Lady Queen of Martyrs Religious Education,Church,40.718184,-73.837445,Forest Hills,11375
New York Public Library - St George Library Center,Library,40.64179,-74.076806,Brighton Heights,10301
The Alexander Hamilton,Residential Building,40.644974,-74.078593,Howland Hook,10301
Speak The Word Christian Church,Church,40.643281,-74.077477,Brighton Heights,10301
NYPD - 120th Precinct,Police Station,40.644577,-74.077356,Howland Hook,10301
Curtis High School,High School,40.64542,-74.081924,Howland Hook,10301
120 Stuyvesant Business Center,Government Building,40.643441,-74.077528,Brighton Heights,10301
Ralph McKee High School,High School,40.642804,-74.079114,Brighton Heights,10301
Migration Resource Center,Non-Profit Organization,40.643575,-74.076574,Brighton Heights,10301
Jury Duty Assembly Room,Courthouse,40.64302,-74.077162,Brighton Heights,10301
Senator Diane Savino,Government Department / Agency,40.643628,-74.07662,Howland Hook,10301
Staten Island Family Justice Center,Government Building,40.64307,-74.077294,Brighton Heights,10301
Richmond County Supreme Court,Courthouse,40.643152,-74.076295,Brighton Heights,10301
City Of Ny/Probation Department,Government Building,40.642915,-74.07707,Brighton Heights,10301
Staten Island Supreme Court,Courthouse,40.643092,-74.076511,Brighton Heights,10301
Brighton Heights Reformed Church,Church,40.641854,-74.078378,Brighton Heights,10301
Richmond County Family Court,Courthouse,40.642101,-74.077255,Brighton Heights,10301
Family Court,Courthouse,40.641989,-74.077424,Brighton Heights,10301
Staten Island Borough Hall,City Hall,40.642458,-74.076049,Brighton Heights,10301
Parking Violations Center,Government Building,40.641326,-74.078007,Brighton Heights,10301
Staten Island Business Center,Government Building,40.641326,-74.078007,Brighton Heights,10301
Career School of NY,College and University,40.641161,-74.078131,Brighton Heights,10301
St Peters Elementary School,Elementary School,40.647697,-74.083369,Howland Hook,10301
Staten Island City Clerk,Government Building,40.642566,-74.076053,Brighton Heights,10301
Saint Peters Church,Church,40.647179,-74.084524,Howland Hook,10301
36 Hamilton Ave Tenants,Non-Profit Organization,40.644971,-74.07868,Howland Hook,10301
Staten Island Health & Mental,Community and Government,40.644826,-74.078107,Howland Hook,10301
United Cerebral Palsy of New York City,Public and Social Service,40.645516,-74.080402,Howland Hook,10301
Staten Island Health Department,Police Station,40.644826,-74.078107,Howland Hook,10301
Staten Island Housing Authority,Housing Authority,40.645579,-74.078138,Howland Hook,10301
United Cerebral Palsy of New York City,Charity,40.646114,-74.080209,Howland Hook,10301
Assembly Of Believers Church,Church,40.645942,-74.080594,Howland Hook,10301
"New York City Regional School District 7, Curtis High School",Primary and Secondary School,40.644846,-74.081246,Howland Hook,10301
New York City Police Department,Police Station,40.644577,-74.077356,Howland Hook,10301
Police Department-Central Booking,Police Station,40.64458,-74.077269,Howland Hook,10301
Concerned Citizens For Family Preservation,Non-Profit Organization,40.6436,-74.077201,Howland Hook,10301
New York City Board of Education,Primary and Secondary School,40.642806,-74.079027,Brighton Heights,10301
Software Maintenance News,Organization,40.646288,-74.081698,Howland Hook,10301
Purpose Driven Therapeutic Service,Public and Social Service,40.643228,-74.077432,Brighton Heights,10301
Harbor View School,Education,40.647634,-74.083671,Howland Hook,10301
Project Hospitality Shine Center,Public and Social Service,40.645737,-74.078276,Howland Hook,10301
Staten Island Tasc,Addiction Treatment Center,40.643178,-74.077299,Brighton Heights,10301
U S Govt Social Security Hearing and Appeals,Government Department / Agency,40.643123,-74.07734,Brighton Heights,10301
Island Condo Management,Property Management Office,40.643578,-74.076487,Brighton Heights,10301
Senate,Community and Government,40.643633,-74.076446,Howland Hook,10301
Richmond County Supreme Court,Courthouse,40.64291,-74.077244,Brighton Heights,10301
State of New York,Government Department / Agency,40.64358,-74.0764,Brighton Heights,10301
Sky Light Center,Public and Social Service,40.642508,-74.078143,Brighton Heights,10301
Mental Health Department,Government Department / Agency,40.642912,-74.077157,Brighton Heights,10301
Staten Island City Planning,City Hall,40.642915,-74.07707,Brighton Heights,10301
Public Administrator Richmond County,Government Department / Agency,40.642807,-74.077066,Brighton Heights,10301
Mount Sinai Workship Sanctuary,Church,40.63901,-74.087587,New Brighton,10301
St Stanislaus Kostka Church,Church,40.643812,-74.087393,New Brighton,10301
Public School 31,Education,40.641875,-74.085352,New Brighton,10301
The Voice of the Lord Christian Center,Church,40.637057,-74.086155,,10301
Mediocre Bowling Association HQ,Trailer Park,40.643729,-74.090353,New Brighton,10301
Bethel Temple COOLJC,Church,40.639786,-74.086834,New Brighton,10301
Mt Sinai Center For Community,Church,40.639008,-74.087674,New Brighton,10301
Mount Sinai Skills & Development Corporation,Spiritual Center,40.639008,-74.087674,New Brighton,10301
PS 31 William T Davis,Elementary School,40.641767,-74.085347,New Brighton,10301
Mount Sinai Center For Community Enrichment,Church,40.638955,-74.087628,New Brighton,10301
A New Direction Veterans Shelter,Public and Social Service,40.638845,-74.087711,New Brighton,10301
Good Hope Missionary Church,Church,40.638374,-74.087722,New Brighton,10301
Young Leaders Academy,Education,40.638144,-74.087725,New Brighton,10301
Bluewell Advocates,Government Lobbyist,40.63826,-74.085507,,10301
Health Education On Wheels,Art School,40.639418,-74.090349,,10301
Majestic Praise Tabernacle,Church,40.637311,-74.088606,,10301
Foundation For Feedback Learning,Art School,40.637893,-74.083226,St. George,10301
"Celestial Church Of Christ, Halleluyah Parish",Spiritual Center,40.636811,-74.085317,St. George,10301
Rccg Jesus House Staten Island,Church,40.636811,-74.085317,St. George,10301
Celebrate and Paint,Art School,40.643182,-74.082921,New Brighton,10301
Therapeeds,Education,40.643672,-74.090482,New Brighton,10301
Pentecostal Faith Church of God,Church,40.636888,-74.084492,St. George,10301
Staten Island Vipers,Organization,40.639619,-74.081249,St. George,10301
New York Public Library - Stapleton Library,Library,40.626242,-74.07791,St. George,10304
Central Family Life Center,Public and Social Service,40.627416,-74.078307,St. George,10304
ICC North,Church,40.627892,-74.078631,St. George,10304
Trinity Baptist Church,Church,40.625637,-74.076404,St. George,10304
First Central Baptist Church,Church,40.628288,-74.079867,St. George,10304
Engine 153 Firehouse,Fire Station,40.625012,-74.077554,St. George,10304
Project Hospitality,Non-Profit Organization,40.629449,-74.076865,St. George,10304
Tompkins Masonic Temple,Temple,40.629452,-74.076778,St. George,10304
The Harbor Lights Theater Company Scenic Shop,Non-Profit Organization,40.626391,-74.074474,Stapleton,10304
SI MakerSpace,Non-Profit Organization,40.626233,-74.074337,Stapleton,10304
The Temple of Restoration,Church,40.62463,-74.075796,St. George,10304
Christ Assembly Lutheran Church,Church,40.624953,-74.081604,Stapleton,10304
Streetlight Ministry,Church,40.624494,-74.08067,Stapleton,10304
Stapleton UAME Church,Church,40.623364,-74.078706,Stapleton,10304
Safe Horizon Criminal Court,Public and Social Service,40.62556,-74.083023,Stapleton,10304
Staten Island Community Charter School,Elementary School,40.630357,-74.081042,St. George,10304
Trinity Lutheran Church,Church,40.630357,-74.081042,St. George,10304
Golden Years Adcc,Public and Social Service,40.62693,-74.07833,St. George,10304
Naacp,Public and Social Service,40.627408,-74.078568,St. George,10304
Iglesia Christiana De La Nueva Generacion,Church,40.6276,-74.077486,St. George,10304
Eden II,Education,40.627567,-74.076744,St. George,10304
Family Restoration Ministeries International,Church,40.628112,-74.078466,St. George,10304
Island Condo Management,Property Management Office,40.628179,-74.077989,St. George,10304
Dunamis Casm,Art School,40.627897,-74.076497,St. George,10304
United Transportation Union Local 1440,Organization,40.626606,-74.080277,Stapleton,10304
Ame American,Church,40.626089,-74.075638,St. George,10304
New Life Christian Love Fellowship,Spiritual Center,40.626089,-74.075638,St. George,10304
Palmco Columbia Utilities,Utility Company,40.626092,-74.075551,St. George,10304
Camba,Church,40.628749,-74.07688,St. George,10304
God Offspring Christian Church,Church,40.628749,-74.07688,St. George,10304
One Way Youth Ministry,Spiritual Center,40.628288,-74.079867,St. George,10304
Salvation Army,Charity,40.625769,-74.075538,St. George,10304
Staten Island Tasc,Addiction Treatment Center,40.628668,-74.079752,St. George,10304
Arabic Light of the Gospel Church,Church,40.625056,-74.075988,St. George,10304
First Presbyterian Church,Church,40.625024,-74.076,St. George,10304
United Church Of Praise International Ministries,Church,40.628981,-74.07628,St. George,10304
Liberian Cultural Association,Community and Government,40.629224,-74.079165,St. George,10304
KinderCare Learning Center,Preschool,40.625783,-74.08081,Stapleton,10304
Staten Island Aids Task Force,Charity,40.628931,-74.079981,St. George,10304
Tompkins Lodge 471,Organization,40.629394,-74.076907,St. George,10304
Scallywag Beats at Makerparkradio.nyc,Charity,40.626281,-74.07453,Stapleton,10304
Ocean Yacht Club,Organization,40.627735,-74.074573,Stapleton,10304
Project Hospitality,Public and Social Service,40.624575,-74.075837,St. George,10304
Iglesia De Dios Camino De Santidad Church of God,Church,40.624575,-74.075837,St. George,10304
Mountain-Fire & Miracles,Church,40.624494,-74.08067,Stapleton,10304
Staten Island Urby,Residential Building,40.628664,-74.074132,Stapleton,10304
Damascus Christian Church The New Life,Church,40.624382,-74.080839,Stapleton,10304
Staten Island Fleet Week,Community and Government,40.6294,-74.074772,Stapleton,10304
Korean Catholic Apostolate Church Of Staten Island,Church,40.629828,-74.080672,St. George,10304
Janet Silvers Richmond County Criminal Court,Government Building,40.6254,-74.082973,Stapleton,10304
United States Postal Service,Post Office,40.612323,-74.070892,Rosebank,10305
DEA Music and Art School,Art School,40.616159,-74.068522,Rosebank,10305
St Mary's School,Elementary School,40.615648,-74.067543,Rosebank,10305
St Joseph's Parochial School,Elementary School,40.614448,-74.071937,Rosebank,10305
P S 13,Elementary School,40.613074,-74.069049,Rosebank,10305
St Joseph's Church,Church,40.614156,-74.072752,Park Hill,10305
Bridge Builders Christian Ministries,Church,40.612358,-74.071546,Rosebank,10305
Staten Island Mar Thoma Church,Church,40.611862,-74.068085,Rosebank,10305
FDNY Engine 152/Battalion 21,Fire Station,40.611584,-74.070339,Rosebank,10305
DSNY Salt Dome,Government Building,40.61615,-74.074664,Park Hill,10305
Lane 25,Police Station,40.614499,-74.064317,Rosebank,10305
Staten Island Elections Board,Government Department / Agency,40.61929,-74.068302,Rosebank,10305
Bridge & Tunnel Officers Association,Non-Profit Organization,40.615115,-74.067347,Rosebank,10305
Saint Joseph Emmaculate Conception,Church,40.614439,-74.072285,Rosebank,10305
St Mary's Church,Church,40.616193,-74.067304,Rosebank,10305
"Community of St Joseph, Immaculate Conception and St Mary",Spiritual Center,40.614384,-74.072326,Rosebank,10305
St Mary's Cemetery,Cemetery,40.616248,-74.067263,Rosebank,10305
Blessed Kunjachan Syro-Malabar Catholic Church of Staten Island,Church,40.614381,-74.072413,Rosebank,10305
Ps 13 M L Lindenmeyer,Elementary School,40.613124,-74.069182,Rosebank,10305
High Beam Electric,Utility Company,40.614924,-74.066468,Rosebank,10305
Building Blocks SLP PC,Language School,40.612768,-74.068427,Rosebank,10305
Liberty View Baptist Church,Church,40.613049,-74.07188,Rosebank,10305
Drug Treatment Centers Staten Island,Addiction Treatment Center,40.618131,-74.071217,Park Hill,10305
Goodwill,Organization,40.618867,-74.068023,Rosebank,10305
Hudson River Pilots Assoc,Organization,40.617373,-74.065566,Rosebank,10305
Staten Island Community Board,Organization,40.619185,-74.068211,Rosebank,10305
Ivans Way Corporation,Charity,40.611576,-74.07256,Park Hill,10305
Navy Recruiting Center,Military,40.618769,-74.073464,Park Hill,10304
Rustic Music Center,Music School,40.630518,-74.107933,West New Brighton,10310
Our Saviour Lutheran Church,Church,40.630154,-74.105565,West New Brighton,10310
PS 45 John Tyler School,Education,40.629064,-74.107916,West New Brighton,10310
St Mary's Episcopal Church,Church,40.635347,-74.108657,Randall Manor,10310
"The Dimitrios Fournarakis, Md Medical Library",Library,40.635423,-74.105959,Randall Manor,10310
Nancy Korngold Licensed Mental Health Counselor and CASAC,Addiction Treatment Center,40.63182,-74.106201,West New Brighton,10310
Freedom In God Ministries Church,Church,40.630154,-74.105565,West New Brighton,10310
New York State Unified Court,Courthouse,40.630204,-74.109532,West New Brighton,10310
Sustainable Staten Island,Public and Social Service,40.634606,-74.108191,West New Brighton,10310
Mount Sinai- Wtc Program At Rumc,Public and Social Service,40.63457,-74.105662,Randall Manor,10310
Public School 45,Elementary School,40.628458,-74.107294,West New Brighton,10310
Our Learning House,Nursery School,40.634545,-74.110367,West New Brighton,10310
St Mary's Parrish,Church,40.63529,-74.108786,Randall Manor,10310
The Good Shephard Inc.,Public and Social Service,40.634983,-74.110124,West New Brighton,10310
Richmond University Hospital Emergency Department,Law Enforcement and Public Safety,40.635806,-74.105757,Randall Manor,10310
Staten Island Speech,Language School,40.62846,-74.110243,West New Brighton,10310
Casa Belvedere,Non-Profit Organization,40.628542,-74.088113,Stapleton,10301
New York City Housing Authority's Stapleton,Housing Development,40.623203,-74.08445,Stapleton,10304
Immaculate Conception Church,Church,40.623986,-74.083986,Stapleton,10304
St John's University Staten Island Campus,College Bookstore,40.62083,-74.090321,Grymes Hill,10301
St Johns University Lavelle Hall,College and University,40.621676,-74.090349,Grymes Hill,10301
Lavelle Hall,College Academic Building,40.621696,-74.090182,Grymes Hill,10301
Safe Horizon Criminal Court,Public and Social Service,40.62556,-74.083023,Stapleton,10304
"Loretto Memorial Library, St John's University",College Library,40.621012,-74.089588,Grymes Hill,10301
STJ Spellman Hall,College Administrative Building,40.620993,-74.090284,Grymes Hill,10301
St John's University Great Lawn,College Quad,40.621168,-74.090871,Grymes Hill,10301
Silver Lake Apartments,Residential Building,40.626055,-74.09228,Grymes Hill,10301
DaSilva Academic Center,College Academic Building,40.621439,-74.091653,Grymes Hill,10301
STJ Kelleher Center,College and University,40.620706,-74.090925,Grymes Hill,10301
St John's University Kiernan Suite - Kelleher Center,College Administrative Building,40.620696,-74.090858,Grymes Hill,10301
Christ Assembly Lutheran Church,Church,40.624953,-74.081604,Stapleton,10304
Notre Dame Academy,Elementary School,40.628073,-74.089488,Silver Lake,10301
St John's University,College and University,40.621301,-74.090819,Grymes Hill,10301
Faith Christian Center,Church,40.62266,-74.085124,Stapleton,10304
Albert Ellis Institute,Organization,40.622254,-74.089508,Grymes Hill,10301
Project Hospitality O'Callaghan House,Public and Social Service,40.624421,-74.083281,Stapleton,10304
Immaculate Conception School,Elementary School,40.624259,-74.082812,Stapleton,10304
"Courts, Criminal Court-Information Line",Community and Government,40.625558,-74.08311,Stapleton,10304
Staten Island Crmnl Crt-Police,Police Station,40.625505,-74.083064,Stapleton,10304
NYC Criminal Justice Agency,Organization,40.625452,-74.083018,Stapleton,10304
