Venue,Category,Latitude,Longitude,Neighborhood,ZIP
Friends of Maya Chang,Health and Medicine,40.622726,-74.09188,Grymes Hill,10301
Doctor's Offices,Physician,40.62403,-74.081871,Stapleton,10304
Baltic Street AEH,Mental Health Service,40.579698,-74.078174,Midland Beach,10305
BPAP Bridger Progr Am,Mental Health Service,40.579646,-74.078128,Midland Beach,10305
Richmond County Ambulance Services,Ambulance Service,40.633883,-74.128075,Port Richmond,10310
Venture House,Mental Health Service,40.634014,-74.131044,Port Richmond,10302
Weiner Kevin H MD - Kevin H Wiener MD,Physical Therapy Clinic,40.632295,-74.132758,Port Richmond,10302
North Shore Rescue Squad,Medical Center,40.632669,-74.151817,Mariner's Harbor,10303
North Shore Rescue Squad No 1 Incorp,Ambulance Service,40.630959,-74.149434,Mariner's Harbor,10303
Bridge Back To Life,Mental Health Service,40.613045,-74.120009,Castleton Corners,10314
Dr Ronald Kipp,Doctor's Office,40.612151,-74.119231,Castleton Corners,10314
Steven A Goodman,Dentist,40.612923,-74.116694,Castleton Corners,10314
Todt Hill Medical Center,Dentist,40.611335,-74.118419,Castleton Corners,10314
Colletti Chiropractic,Chiropractor,40.614633,-74.117201,Castleton Corners,10314
Peggy Ann Garjian,Internal Medicine Doctor,40.611315,-74.118325,Castleton Corners,10314
"Richard A. Fazio, MD",Doctor's Office,40.61113,-74.119145,Castleton Corners,10314
Quest Diagnostics,Health and Medicine,40.611185,-74.119104,Castleton Corners,10314
Todt Hill Smiles,Dentist,40.611274,-74.118483,Castleton Corners,10314
Medpro Medical Testing Center,Medical Center,40.61123,-74.11941,Castleton Corners,10314
Medical Office,Doctor's Office,40.61113,-74.119145,Castleton Corners,10314
Dr Tarantola,Doctor's Office,40.610899,-74.117785,Castleton Corners,10314
"Dr Gerald Minkowitz, MD",Physician,40.610448,-74.120423,Castleton Corners,10314
Staten Eye Land,Optometrist,40.613209,-74.123719,Castleton Corners,10314
Upg-Md Jarrett 081,Family Medicine Doctor,40.613308,-74.114532,Castleton Corners,10314
NYU Langone Orthopedic Associates—Staten Island,Doctor's Office,40.613202,-74.114441,Castleton Corners,10314
The Spine & Pain Institute Of New York,Chiropractor,40.613255,-74.114486,Castleton Corners,10314
Dr Cattani,Doctor's Office,40.6092,-74.11693,Castleton Corners,10314
Kenneth B Chapman,Anesthesiologist,40.613363,-74.114491,Castleton Corners,10314
Shiel Medical Laboratory,Medical Lab,40.613045,-74.120009,Castleton Corners,10314
St Vincent's Hospital,Hospital,40.613045,-74.120009,Castleton Corners,10314
"Janet E Norton, MD",General Surgeon,40.613608,-74.117887,Castleton Corners,10314
Refuah Physical Therapy,Physical Therapy Clinic,40.613314,-74.121937,Castleton Corners,10314
"Rosberger, Daniel Dr - Maculacare, Lpc",Health and Medicine,40.611235,-74.119236,Castleton Corners,10314
Priority STD Testing - Staten Island,Healthcare Clinic,40.611233,-74.119323,Castleton Corners,10314
Staten Island Hearing and Balance Center,"Ear, Nose and Throat Doctor",40.611238,-74.119149,Castleton Corners,10314
Rumc,Neurologist,40.611233,-74.119323,Castleton Corners,10314
"Justin B. Schussheim, DDS",Dentist,40.611315,-74.118325,Castleton Corners,10314
Bartolomeo Vincent Castellano,"Ear, Nose and Throat Doctor",40.611185,-74.119104,Castleton Corners,10314
Macula Care,Ophthalmologist,40.611133,-74.119058,Castleton Corners,10314
Staten Island Smiles,Dentist,40.612007,-74.116699,Castleton Corners,10314
A Spa Above,Plastic Surgeon,40.613871,-74.115557,Castleton Corners,10314
Lincoln Diagnostics,Medical Lab,40.612466,-74.123509,Castleton Corners,10314
Ageless Men's Health,Health and Medicine,40.613175,-74.124937,Castleton Corners,10314
CityMD Richmond Urgent Care - Staten Island,Health and Medicine,40.594008,-74.162446,New Springville,10314
Designer Optical Outlet,Optometrist,40.591273,-74.163896,New Springville,10314
Benjamin Optical,Ophthalmologist,40.591273,-74.163896,New Springville,10314
Island Kids Pediatrics,Physician,40.597073,-74.162621,New Springville,10314
Premier Obgyn,Physician,40.596965,-74.162617,New Springville,10314
Benson Quintina L MD - City Practice Group of New York,Health and Medicine,40.594163,-74.16267,New Springville,10314
City Md,Health and Medicine,40.59406,-74.162492,New Springville,10314
"George P. Smith, MD, FACS",Plastic Surgeon,40.597073,-74.162621,New Springville,10314
Island Psychological Center/Mark,Psychologist,40.594355,-74.16159,New Springville,10314
Home Instead Senior Care,Home Health Care Service,40.594358,-74.161503,New Springville,10314
"Afzal, Uzma - Island Kids Pediatrics",Health and Medicine,40.596965,-74.162617,New Springville,10314
Victory Veterinary Practice,Veterinarian,40.588362,-74.195771,"Chelsea, Staten Island",10314
Rubenstein Alan,Veterinarian,40.588362,-74.195771,"Chelsea, Staten Island",10314
"Dr Louis De Santis, DDS",Dentist,40.572224,-74.11612,New Dorp Beach,10306
Staten Island Pediatrics,Doctor's Office,40.573407,-74.116169,New Dorp Beach,10306
Pediatric Health Care PC,Pediatrician,40.573531,-74.115914,New Dorp Beach,10306
Audiology Island,Physician,40.57352,-74.116,New Dorp Beach,10306
South Shore Animal Hospital,Veterinarian,40.57395,-74.116018,New Dorp,10306
Dr Pompa,Doctor's Office,40.571211,-74.115773,New Dorp Beach,10306
Dr DeFeo,Dentist,40.574619,-74.117134,New Dorp,10306
Jamshid Dr - Tehrany Jamshid Tehrany MD,Physician,40.574666,-74.117354,New Dorp,10306
Dr Office,Doctor's Office,40.574619,-74.117134,New Dorp,10306
"Manhattan Orthopedic Care, PC",Doctor's Office,40.574619,-74.117134,New Dorp,10306
Institute of Physical Medicine & Rehabilitation,Acupuncture Clinic,40.572948,-74.113365,New Dorp,10306
Dr Prez,Doctor's Office,40.572948,-74.113365,New Dorp,10306
Z Optical,Ophthalmologist,40.57209,-74.113242,New Dorp,10306
Aboujaoude Joseph Dr,Doctor's Office,40.574342,-74.119298,New Dorp,10306
Staten Island Podiatry,Podiatrist,40.572851,-74.113012,New Dorp,10306
Dr Sottile /Megna Office,Doctor's Office,40.5728,-74.11288,New Dorp,10306
Dr Alicandri,Doctor's Office,40.57455,-74.119568,New Dorp,10306
Dr Deblasi,Doctor's Office,40.574607,-74.11944,New Dorp,10306
"Cindy Resnick, DPM",Physician,40.5745,-74.119436,New Dorp,10306
Dr Resnick,Doctor's Office,40.574607,-74.11944,New Dorp,10306
Dr Joan Short,Doctor's Office,40.57455,-74.119568,New Dorp,10306
Charles H Neu,Optometrist,40.572057,-74.112501,New Dorp,10306
LASIK Center of Staten Island,Ophthalmologist,40.568927,-74.114676,New Dorp,10306
New Dorp Eye Specialists,Ophthalmologist,40.569035,-74.114681,New Dorp,10306
Randy Gulkis,Dentist,40.575556,-74.120176,Grant City,10306
The Selective Eye,Optometrist,40.576085,-74.112887,Grant City,10306
Dr DeRespinis - Ophthalmologist,Ophthalmologist,40.574878,-74.121279,New Dorp,10306
Dr Kang's Office,Doctor's Office,40.573831,-74.122149,New Dorp,10306
A Call Away Footcare,Podiatrist,40.571189,-74.110854,New Dorp,10306
Pediatric Eyecare Of Staten Island,Optometrist,40.574988,-74.121197,New Dorp,10306
Desantis Louis F DDS,Dentist,40.572142,-74.116049,New Dorp Beach,10306
Staten Island Hope Animal Rescue,Veterinarian,40.57352,-74.116,New Dorp Beach,10306
Pompa Dominic MD,Internal Medicine Doctor,40.571359,-74.116257,New Dorp Beach,10306
Aides At Home,Nurse,40.574026,-74.117153,New Dorp,10306
Crisis Pregnancy Center,Maternity Clinic,40.571728,-74.114619,New Dorp,10306
Richmond Ob-Gyn Associates PC at New Dorp,Plastic Surgeon,40.572168,-74.11429,New Dorp,10306
Lymphedema Management Associates of Staten Island,Medical Center,40.574523,-74.116985,New Dorp,10306
Sansbury Medical Stairlifts,Health and Medicine,40.550533,-74.150055,Great Kills,10308
Dynamic Dental,Dentist,40.547897,-74.149986,Great Kills,10308
One Step Beyond,Physical Therapy Clinic,40.551196,-74.149474,Great Kills,10308
AQL Dog & Cat Clinic,Veterinarian,40.551671,-74.149799,Great Kills,10308
Lanza Salvatore,Dentist,40.549233,-74.152218,Great Kills,10308
Mark Meiselman DMD,Dentist,40.549158,-74.152954,Great Kills,10308
Saccaro Kenneth & Richard,Dentist,40.552651,-74.151276,Great Kills,10308
DR Frank J Scaccia MD FACS,General Surgeon,40.550253,-74.150434,Great Kills,10308
Staten Island Mental Health Society,Health and Medicine,40.550476,-74.150183,Great Kills,10308
Speech Language Therapy,Physician,40.549246,-74.151783,Great Kills,10308
Kleiman & Meiselman,Dentist,40.549158,-74.152954,Great Kills,10308
Sola Dental Spa,Dentist,40.546217,-74.165734,Annadale,10312
Dr Nila Patel,Doctor's Office,40.546402,-74.166495,Annadale,10312
Volunteer Heart Resuscitation Unit & Ambulance Corporation,Ambulance Service,40.544881,-74.165081,Annadale,10312
Annadale Dental Arts PC,Dentist,40.542128,-74.17767,Annadale,10312
Headstart Program,Mental Health Service,40.507745,-74.244809,Tottenville,10307
Staten Island Mental Health,Mental Health Clinic,40.638754,-74.077466,St. George,10301
Bayview Dental Assoc,Dentist,40.637925,-74.076298,St. George,10301
Prompt Urgent Care,Urgent Care Center,40.638104,-74.075652,St. George,10301
Bay Dental At The Pointe,Dentist,40.638104,-74.075652,St. George,10301
Genco Mark Dr DDS,Dentist,40.639453,-74.077538,St. George,10301
St Mark's Dental Office,Dentist,40.639574,-74.077615,St. George,10301
AJH Veterinary,Veterinarian,40.641518,-74.080862,St. George,10301
Project Hospitality Drug & Alcohol Services,Hospital,40.641108,-74.078085,St. George,10301
Bay Street Animal Hospital,Veterinarian,40.639449,-74.075751,St. George,10301
Dr Dossa,Doctor's Office,40.618135,-74.101884,"Sunnyside, Staten Island",10301
Dental Specialty Solutions,Dentist,40.618308,-74.101499,"Sunnyside, Staten Island",10301
Digestive Liver Disease Center,Physician,40.611434,-74.098817,Stapleton,10301
Sunrise of Staten Island,Nursing Home,40.611374,-74.0952,Fox Hills,10304
Park Avenue Dermatology,Dermatologist,40.612083,-74.10063,"Sunnyside, Staten Island",10301
Mount Siani Heart,Doctor's Office,40.611179,-74.1002,"Sunnyside, Staten Island",10301
Dr Contard,Doctor's Office,40.614046,-74.101713,Fox Hills,10301
Sunrise Senior Living,Nursing Home,40.611374,-74.0952,Fox Hills,10304
Ali,Psychiatrist,40.612851,-74.100139,"Sunnyside, Staten Island",10301
Dominick Ligresti,Dermatologist,40.612248,-74.100506,"Sunnyside, Staten Island",10301
Mount Sinai Hospital,Hospital,40.611134,-74.099894,Stapleton,10301
Sunnyside Medical Services PC,Physician,40.613835,-74.10153,Fox Hills,10301
Get Set Kindergarten,Assisted Living Service,40.643198,-73.96046,Flatbush,11226
Grace Eye Care,Optometrist,40.641884,-73.963242,Flatbush,11226
Brookdale Family Care Center Flatbush,Pediatrician,40.643711,-73.957429,Flatbush,11226
Multi-Specialty Medical Center,Health and Medicine,40.644421,-73.957064,Flatbush,11226
Greenfield Pharmacy,Health and Medicine,40.641387,-73.963702,Flatbush,11226
Diamond Braces,Dentist,40.646287,-73.95779,Flatbush,11226
ENG Caribbean Vision Center Corporation,Optometrist,40.646541,-73.958366,Flatbush,11226
NJS Physical Medicine & Rehabilitation,Physical Therapy Clinic,40.641462,-73.956907,Flatbush,11226
Ditmas Park Care Center,Assisted Living Service,40.640146,-73.957728,Flatbush,11226
Lens Lab Express Optical /General Vision Services,Optometrist,40.64762,-73.958321,Flatbush,11226
Brooklyn Bright Smile,Dentist,40.643474,-73.959044,Flatbush,11226
Brooklyn Family Medical,Family Medicine Doctor,40.644359,-73.957367,Flatbush,11226
Advanced Walk-In Footcare,Podiatrist,40.644414,-73.957326,Flatbush,11226
Medical Center - Doctors Clinic Office,Medical Center,40.645682,-73.958246,Flatbush,11226
"Lewin, Susan Dr - Advanced Walk in Foot Care",Podiatrist,40.644361,-73.95728,Flatbush,11226
Perez Walter DPM Podiatrist Dr,Podiatrist,40.644361,-73.95728,Flatbush,11226
Greenfield Chemist & Surgical,Alternative Medicine Clinic,40.641274,-73.963872,Flatbush,11226
Chew The Fat Off,Health and Medicine,40.64703,-73.960216,Flatbush,11226
Beacon of Hope,Assisted Living Service,40.647498,-73.962849,Prospect Park South,11226
Caton Park Rehabilitation and Nursing Center,Nursing Home,40.646416,-73.957011,Flatbush,11226
Heartsaverny - American Heart Association,Emergency Service,40.646471,-73.956969,Flatbush,11226
Dr Susan Smith McKinney Nursing & Rehabilitation Center,Assisted Living Service,40.65964,-73.940127,Wingate,11203
Kingsbrook Jewish Medical Center,Hospital,40.659536,-73.933889,Wingate,11203
Jacoff's Pharmacy,Health and Medicine,40.663777,-73.93453,Wingate,11213
University Hospital of Brooklyn Family Health Services,Medical Center,40.663202,-73.933854,Wingate,11203
Family Health Services,Doctor's Office,40.663202,-73.933854,Wingate,11203
Rutland Nursing Home,Assisted Living Service,40.659536,-73.933889,Wingate,11203
JAG-ONE Physical Therapy,Physical Therapy Clinic,40.662902,-73.932971,Wingate,11203
Ocme Brooklyn,Hospital,40.658276,-73.940729,Wingate,11203
Interborough Developmental & Consultation Center,Mental Health Clinic,40.662845,-73.9331,Wingate,11203
Kingsboro Psychiatric Center,Hospital,40.65656,-73.936391,Wingate,11203
Evelyn Douglass Center,Assisted Living Service,40.660138,-73.935569,Wingate,11203
Hamid Alam MD,Radiologist,40.659644,-73.933893,Wingate,11203
Kingsbrook Orthopedics Associates,Orthopedic Surgeon,40.659481,-73.933931,Wingate,11203
Fraser-Johnson Jennelyn V NP,Nurse,40.659484,-73.933844,Wingate,11203
"Artisan Podiatry: Shazia Amar, DPM",Podiatrist,40.658934,-73.934259,Wingate,11203
Malik Abdul,Cardiologist,40.658826,-73.934255,Wingate,11203
John Weigand Audiology PC,Physician,40.663256,-73.933786,Wingate,11203
Paul Jay Cooper Mental Health,Mental Health Service,40.66279,-73.933141,Wingate,11203
Scott Jerilee One One One Physical Thera,Physical Therapy Clinic,40.6629,-73.933058,Wingate,11203
Interfaith Medical Center,Hospital,40.664597,-73.934082,Wingate,11213
Dove Pediatric Services,Pediatrician,40.655429,-73.926236,Rugby,11203
General Hospital,Hospital,40.655229,-73.927667,Rugby,11203
Sunrise Medical Laboratories,Medical Center,40.652812,-73.927357,East Flatbush,11203
Aces Braces,Dentist,40.654779,-73.930396,East Flatbush,11203
Afam Multispecialty Medical Group Pc Brooklyn,Dentist,40.652409,-73.928344,East Flatbush,11203
Bustros Nagi J MD,Health and Medicine,40.654514,-73.92601,Rugby,11203
Owen Kw Jones,Dentist,40.655208,-73.930499,East Flatbush,11203
American Comprehensive Healthcare Medical Group PC,Healthcare Clinic,40.652409,-73.928344,East Flatbush,11203
Afam Dental,Dentist,40.652409,-73.928344,East Flatbush,11203
Afam Multi Speciality,General Surgeon,40.652409,-73.928344,East Flatbush,11203
A House Call Service DVM,Veterinarian,40.653354,-73.9313,Rugby,11203
Simhs,Mental Health Service,40.61127,-74.083523,Park Hill,10304
Jt Health Consultants,Nurse,40.609617,-74.084848,Stapleton,10304
Lesash Nutrition & Health Consulting Services,Nutritionist,40.61324,-74.078551,Stapleton,10304
Eldridge Dental Care,Dentist,40.624655,-74.136182,Westerleigh,10302
"Dr Raymond Helfand, Optometrist",Optometrist,40.625222,-74.13516,Westerleigh,10302
Staten Island Natural Childbirth,Nurse,40.621369,-74.130466,Westerleigh,10314
The Nursing Professionals,Nurse,40.623351,-74.136562,Westerleigh,10302
Good Shepard,Healthcare Clinic,40.638103,-74.167172,Arlington,10303
The Guirguis Obstetrics & Gynecology Group,Obstetrician Gynecologist (Ob-gyn),40.598992,-74.064119,Arrochar,10305
Dr Stillwell,Medical Center,40.599274,-74.063652,Arrochar,10305
New Broadview Manor,Assisted Living Service,40.594131,-74.062658,Arrochar,10305
Mclean Dental,Dentist,40.598437,-74.064706,Arrochar,10305
"Vanessa Vartolo, Licensed Acupuncturist",Acupuncture Clinic,40.597865,-74.065902,Arrochar,10305
Happy Smile Dental,Dentist,40.592677,-74.066561,Arrochar,10305
Independent Living Assoc,Assisted Living Service,40.594779,-74.062598,Arrochar,10305
Victor E Dolan,Chiropractor,40.59835,-74.083618,Old Town,10305
Grasmere Chiropractic Office,Chiropractor,40.598353,-74.083605,Old Town,10305
Dolan Chiropractic,Health and Medicine,40.598396,-74.083558,Old Town,10305
Dr Suying Song,Neurologist,40.5884,-74.094633,Dongan Hills,10305
Gateway Ob/gyn Associates Pc,Health and Medicine,40.591346,-74.098723,Dongan Hills,10304
"George S. Ferzli, MD",Internal Medicine Doctor,40.591884,-74.098745,Dongan Hills,10304
Dr Ferzli & Dr Vulpe General Surgery,Physician,40.591879,-74.098919,Dongan Hills,10304
Freedom From Fear,Psychologist,40.58626,-74.091895,Dongan Hills,10305
Four Corners Veterinary Practice,Veterinarian,40.591505,-74.100732,Dongan Hills,10304
Beacon Of Hope House,Mental Health Service,40.588347,-74.096204,Dongan Hills,10305
Staten Island University Hospital,Medical Center,40.591349,-74.098636,Dongan Hills,10304
Northwell Health,Healthcare Clinic,40.591391,-74.099029,Dongan Hills,10304
Roccaro Gregory DVM,Veterinarian,40.591508,-74.100645,Dongan Hills,10304
Melina Maritato DVM,Veterinarian,40.59156,-74.100691,Dongan Hills,10304
Midland Pharmacy,Health and Medicine,40.57171,-74.092337,Midland Beach,10306
Boulevard Veterinary Group,Veterinarian,40.574945,-74.105571,Grant City,10306
Animal Health Veterinary Group,Veterinarian,40.574582,-74.105077,Grant City,10306
Dr Debra L. May and Dr Adrienne D. McLeod,Doctor's Office,40.575299,-74.108284,Grant City,10306
Vision Gallery,Ophthalmologist,40.573885,-74.106876,New Dorp,10306
Prestige Optical,Optometrist,40.576052,-74.104485,Grant City,10306
Aaaaaa Allergy Associates,General Surgeon,40.574945,-74.105571,Grant City,10306
Staten Island University Hospital,Hospital,40.574639,-74.104949,Grant City,10306
Debra L May,Chiropractor,40.575462,-74.108247,Grant City,10306
Golden Minds Homecare,Home Health Care Service,40.573218,-74.107631,New Dorp,10306
Integrity Senior Services,Mental Health Clinic,40.573055,-74.107668,New Dorp,10306
Typewrite Word Processing Service,Health and Medicine,40.561987,-74.106858,New Dorp Beach,10306
A Very Special Place,Mental Health Clinic,40.56345,-74.09887,New Dorp Beach,10306
Pleasant Plains Animal Hospital,Veterinarian,40.531311,-74.193329,Woodrow,10312
Huguenot Podiatry Group PC,Health and Medicine,40.528722,-74.189825,Woodrow,10312
C & K Dental Boutique,Dentist,40.532139,-74.190756,Woodrow,10312
Wellhealth Rehabilitation,Physical Therapy Clinic,40.532139,-74.190756,Woodrow,10312
Staten Island Vet,Veterinarian,40.521729,-74.217477,Pleasant Plains,10309
"Fernandez, Anna Marie, OD",Optometrist,40.52479,-74.215872,Pleasant Plains,10309
Pleasant Plains Animal Hospital,Veterinarian,40.521729,-74.217477,Pleasant Plains,10309
Pleasant Plains Square,Veterinarian,40.52168,-74.217344,Pleasant Plains,10309
Small World Dental,Dentist,40.507969,-74.229867,Tottenville,10309
Staten Island Emergency Fund,Emergency Service,40.550249,-74.217689,Rossville,10309
Crossroads Healthcare Management,Healthcare Clinic,40.552442,-74.218611,Rossville,10309
Nu Dental Staten Island,Dentist,40.551853,-74.211729,Rossville,10309
Rosato Ralph V DMD,Dentist,40.551882,-74.21154,Rossville,10309
Astarbi In-Home Vetry Care,Veterinarian,40.547404,-74.187766,Arden Heights,10312
Eden 2 Institute,Assisted Living Service,40.5528,-74.187304,Arden Heights,10312
Mandatorynutrition,Nutritionist,40.553293,-74.187021,Arden Heights,10312
Core Physical Therapy & Sports Rehabilitation,Physical Therapy Clinic,40.545499,-74.182898,Arden Heights,10312
Island Height Pediatrics,Pediatrician,40.556462,-74.168581,Greenridge,10312
"Richmond Physical Therapy, PC",Physical Therapy Clinic,40.556249,-74.168484,Greenridge,10312
"Berk and Klein, DDS",Dentist,40.556247,-74.168571,Greenridge,10312
Kheyson MD,Doctor's Office,40.556515,-74.168626,Greenridge,10312
Dr Adler,Dentist,40.558903,-74.169817,Greenridge,10312
Elaine Shnitkind,Dermatologist,40.556515,-74.168626,Greenridge,10312
Biegeleisen Abraham DDS PC Dentist,Dentist,40.556249,-74.168484,Greenridge,10312
New York Vein & Laser Surgery,General Surgeon,40.556249,-74.168484,Greenridge,10312
VF Physical Therapy,Physical Therapy Clinic,40.55641,-74.168535,Greenridge,10312
Ballal Hebri DDS,Dentist,40.556462,-74.168581,Greenridge,10312
Arbucci Frank,Obstetrician Gynecologist (Ob-gyn),40.556517,-74.168539,Greenridge,10312
Dr Shamin Salman,Doctor's Office,40.588386,-74.161291,New Springville,10314
Richmond Hill Dental Design Studio PC,Dentist,40.585686,-74.161523,New Springville,10314
Dr Lucarelli's Office,Doctor's Office,40.585849,-74.161487,New Springville,10314
Heartland Medical,Doctor's Office,40.585126,-74.160411,New Springville,10314
Richmond Hill Dental,Dentist,40.584979,-74.16016,New Springville,10314
Circle Primary Care,Doctor's Office,40.585126,-74.160411,New Springville,10314
Benjamin Optical,Ophthalmologist,40.591273,-74.163896,New Springville,10314
Parshin Dental Staten Island,Dentist,40.584979,-74.160162,New Springville,10314
Designer Optical Outlet,Optometrist,40.591273,-74.163896,New Springville,10314
E & G Heathcare N P In Family,Nurse,40.589957,-74.159094,New Springville,10314
Shamim Salman MD,Physician,40.588334,-74.161344,New Springville,10314
Alexander Parshin,Dentist,40.585081,-74.160104,New Springville,10314
Heartland Psychological Services P C,Mental Health Clinic,40.585126,-74.160411,New Springville,10314
Pizzi Dental Studio,Dentist,40.5928,-74.188463,"Chelsea, Staten Island",10314
Staten Island Veterinary Group,Veterinarian,40.59569,-74.184508,"Chelsea, Staten Island",10314
Garden State Gynecology-Abortion Provider,Healthcare Clinic,40.593342,-74.187454,"Chelsea, Staten Island",10314
ENT and Allergy Associates,"Ear, Nose and Throat Doctor",40.778265,-73.953231,Yorkville,10028
Morrison Plastic Surgery,Plastic Surgeon,40.781822,-73.953455,Carnegie Hill,10128
Eastside Women's Ob-Gyn Assoc PC,Physician,40.783945,-73.952794,Carnegie Hill,10128
Carnegie Hill Pediatrics,Pediatrician,40.782808,-73.954936,Carnegie Hill,10128
Medical Research Network,Psychiatrist,40.783945,-73.952794,Carnegie Hill,10128
Village Obstetrics,Obstetrician Gynecologist (Ob-gyn),40.786001,-73.952611,Carnegie Hill,10128
Spring Forward Physical Therapy,Physical Therapy Clinic,40.783695,-73.952041,Carnegie Hill,10128
Robert A Guida MD,Plastic Surgeon,40.78424,-73.953854,Carnegie Hill,10128
"Dr Robert Guida, Carnegie Hill",Medical Center,40.7843,-73.953638,Carnegie Hill,10128
Michael Alan Rothschild,Physician,40.78424,-73.953854,Carnegie Hill,10128
Park Chiropractic Center,Chiropractor,40.782954,-73.955509,Carnegie Hill,10128
Quest Diagnostics,Health and Medicine,40.784444,-73.948224,Carnegie Hill,10128
Dr Donald Rose's Office,Doctor's Office,40.781871,-73.955643,Carnegie Hill,10128
The Endoscopy Center of New York,Gastroenterologist,40.783305,-73.950453,Carnegie Hill,10128
Manhattan Orthopaedics,Doctor's Office,40.7816,-73.955676,Carnegie Hill,10128
Rheumatology Associates PC,Physician,40.78196,-73.956345,Carnegie Hill,10128
Maternal Fetal Medicine Associates,Obstetrician Gynecologist (Ob-gyn),40.782986,-73.956341,Carnegie Hill,10128
Smiles + Grins,Dentist,40.780348,-73.954054,Carnegie Hill,10128
Dr Donald Bergman,Doctor's Office,40.785234,-73.953019,Carnegie Hill,10128
Kids Braces NYC,Dentist,40.78022,-73.954836,Carnegie Hill,10128
Yorkville Endoscopy,Physician,40.783333,-73.949814,Carnegie Hill,10128
"Jae Byun, DDS Dental Ambitions",Dentist,40.780229,-73.954487,Carnegie Hill,10128
Mount Sinai Hospital,Hospital,40.785051,-73.951788,Carnegie Hill,10128
Beth Israel Medical Center - Third Avenue Cardiology,Medical Center,40.77967,-73.953198,Carnegie Hill,10128
Carnegie Hill Ob/Gyn,Health and Medicine,40.781561,-73.95716,Carnegie Hill,10128
Mark D. Kaufmann,Dermatologist,40.783669,-73.957023,Carnegie Hill,10128
"Jaffe DDS, Duralsaint DDS & Siegel DMD",Dentist,40.780506,-73.956245,Carnegie Hill,10128
Best Pet Rx,Veterinarian,40.781335,-73.949459,Carnegie Hill,10128
"Albert M. Lefkovits,M.D. Park Avenue Center Advanced Dermatology",Dermatologist,40.780638,-73.957343,Yorkville,10028
Park Avenue Medical Professionals,Family Medicine Doctor,40.77959,-73.956166,Yorkville,10028
Inspir Carnegie Hill,Assisted Living Service,40.782383,-73.948118,Carnegie Hill,10128
Enzo Patient Service Center,Medical Lab,40.779425,-73.956291,Yorkville,10028
"Alan Medina, MD",Doctor's Office,40.785905,-73.956191,Carnegie Hill,10128
Futuri Solaiman Dr Advantagecare Physicians Upper East Side Medical Office New York,Doctor's Office,40.78443,-73.948748,Carnegie Hill,10128
Stat Medical Care,Internal Medicine Doctor,40.778472,-73.953588,Yorkville,10028
Fifth Avenue Eyecare & Surgery,Doctor's Office,40.785721,-73.957015,Carnegie Hill,10128
Stefan Kieserman,"Ear, Nose and Throat Doctor",40.780677,-73.957913,Yorkville,10028
Yorkville,Physical Therapy Clinic,40.778314,-73.953451,Carnegie Hill,10028
Ruby Harmon,Pediatrician,40.778542,-73.95499,Yorkville,10028
Helen Gouzoulis,Internal Medicine Doctor,40.780828,-73.958312,Yorkville,10028
"The Mount Sinai Medical Center for Child, Adolescent and Family Services",Doctor's Office,40.786964,-73.95291,Carnegie Hill,10128
Pediatric Urology Associates PC- Manhattan,Physician,40.787063,-73.953264,Carnegie Hill,10128
Dr Michael Teng DDS,Dentist,40.779562,-73.957214,Yorkville,10028
"Michael Seiden, DDS",Dentist,40.778597,-73.950927,Carnegie Hill,10128
Emergecare Medical Pc,Urgent Care Center,40.778258,-73.953493,Yorkville,10028
Carnagie Hill Pediatrics - George M Mussalli MD,Health and Medicine,40.78281,-73.954848,Carnegie Hill,10128
HealthCareNewYork,Home Health Care Service,40.78252,-73.951559,Carnegie Hill,10128
Julie Luttinger,Pediatrician,40.782424,-73.955139,Carnegie Hill,10128
New York Plastic Surgery,Physician,40.784187,-73.953809,Carnegie Hill,10128
Dr Steve Landman & Associates,Podiatrist,40.781088,-73.95264,Carnegie Hill,10128
Anne & Valentin,Optometrist,40.722307,-73.993551,Chinatown,10012
Moscot,Optometrist,40.719236,-73.989458,Chinatown,10002
Planned Parenthood,Health and Medicine,40.725435,-73.993587,Chinatown,10012
1 on 1 Chiropractic,Chiropractor,40.723723,-73.989067,Chinatown,10003
Mount Sinai Doctors,Physician,40.722968,-73.987073,Chinatown,10009
East Village Veterinarian,Veterinarian,40.722514,-73.989892,Chinatown,10002
Lower East Side Animal,Veterinarian,40.722782,-73.989947,Chinatown,10002
Family Dental Center,Dentist,40.722668,-73.986188,East Village,10009
City Acupuncture East Village,Acupuncture Clinic,40.72274,-73.985536,East Village,10009
NutriDrip,Health and Medicine,40.724208,-73.991094,East Village,10003
Rivington House,Assisted Living Service,40.721569,-73.990947,Chinatown,10002
East Village Acupuncture and Massage,Acupuncture Clinic,40.722529,-73.985353,East Village,10009
Onemed Medical PC,Doctor's Office,40.725775,-73.988973,East Village,10003
Professional Physical Therapy,Physical Therapy Clinic,40.725905,-73.988926,East Village,10003
Perfect Dental Care,Dentist,40.725897,-73.988454,East Village,10003
East Village Foot Care Center,Sports Medicine Clinic,40.725883,-73.988977,East Village,10003
Smile America,Dentist,40.720788,-73.989912,Chinatown,10002
East Village Dental PC,Dentist,40.720478,-73.987412,Chinatown,10002
Essex Dental Center,Dentist,40.720528,-73.987545,Chinatown,10002
Diamond Braces,Dentist,40.726206,-73.98899,East Village,10003
Community Healthcare Network,Medical Center,40.720547,-73.986847,Chinatown,10002
"Dave Ores, MD",Doctor's Office,40.722126,-73.98429,East Village,10009
