,Venue,Category,Latitude_x,Longitude_x,Neighborhood,ZIP,Borough,Longitude_y,Latitude_y
4110,Doctor's Office,Dentist,40.749725,-73.898063,Woodside,11377,Queens,-73.90184166838284,40.74634908860222
4111,ZWH Medical Care PC,Physician,40.749725,-73.898063,Woodside,11377,Queens,-73.90184166838284,40.74634908860222
4112,Woodside Cosmetic Dental Center,Dentist,40.745369,-73.903665,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4113,Dr Daniel Park,Doctor's Office,40.745367,-73.903752,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4114,Woodside Family Dental,Dentist,40.745543,-73.905243,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4115,"Ajmera Dentistry: Hemali Ajmera, DDS",Dentist,40.745553,-73.906947,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4116,Monarch Montage Skin Science and Medical Aesthetics,Doctor's Office,40.745605,-73.906992,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4117,Woodside Family Health Center,Medical Center,40.745608,-73.906905,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4118,Resilient Care Physical Therapy,Physical Therapy Clinic,40.745605,-73.906992,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4119,Dr Agustin Medical Office,Doctor's Office,40.74555,-73.907034,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4120,Bhagat Sandeep,Dentist,40.745414,-73.90366,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4121,ETA Urgent Care and Erie T. Agustin Medical Group,Urgent Care Center,40.745793,-73.905995,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4122,Quality Care Physical Therapy,Physical Therapy Clinic,40.745776,-73.906108,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4123,"Morcilla-Alarc, Maria C Pt: Maria C Morcilla-Alarc, PT",Physical Therapy Clinic,40.745663,-73.906864,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4124,Erie T Agustin,Physician,40.745608,-73.906905,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4125,Francisco Dalmacio H MD PC,Internal Medicine Doctor,40.745605,-73.906992,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4126,Bio Reference,Medical Lab,40.745658,-73.907038,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4127,Family Pharmacy,Health and Medicine,40.742298,-73.92189,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4128,Medical Office,Doctor's Office,40.741877,-73.921525,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4129,"New York Care Physical Therapy, PC",Health and Medicine,40.739676,-73.927205,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4130,Greenpoint Dental,Dentist,40.73958,-73.924713,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4131,Efficient Medical & Dental Care,Dentist,40.739596,-73.924626,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4132,Efficient Medical Care P C,Healthcare Clinic,40.739475,-73.924621,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4133,Independence Residences,Nursing Home,40.737479,-73.926642,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4134,Columbia Dentoform,Dentist,40.738106,-73.931469,"Sunnyside, Queens",11101,Queens,-73.92691617561577,40.74017628351924
4135,Azmat Iqbal,Internal Medicine Doctor,40.74199,-73.921505,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4136,Skillman Animal Clinic,Veterinarian,40.746436,-73.918422,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4137,"Chang's Prime Acupuncture, PC",Acupuncture Clinic,40.7447,-73.918793,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4138,Michael Zuckman MD,Physician,40.745269,-73.919731,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4139,Shine Dental PC,Dentist,40.74618,-73.915879,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4140,Maggie Dental Care,Dentist,40.743941,-73.916886,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4141,C Clearly,Optometrist,40.746185,-73.915705,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4142,Progressive Ophthalmology,Ophthalmologist,40.743471,-73.918353,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4143,Orthology - Sunnyside,Physical Therapy Clinic,40.743336,-73.917344,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4144,NewYork-Presbyterian Medical Group Queens - Primary Care,Health and Medicine,40.743439,-73.917523,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4145,Millennium Physical Therapy,Physical Therapy Clinic,40.743889,-73.916841,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4146,Our Neighborhood Medical PC,Pediatrician,40.743283,-73.917298,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4147,Dent-Care Dental,Dentist,40.743439,-73.917523,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4148,Sunnyside Dental,Dentist,40.743331,-73.917519,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4149,Abrankian Back & Neck Center,Chiropractor,40.743671,-73.91692,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4150,Michael Abrankian,Chiropractor,40.743889,-73.916841,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4151,Excellent Choice Physical Therapy,Physical Therapy Clinic,40.743331,-73.917519,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4152,Sunnyside Orthodontics,Dentist,40.744791,-73.92146,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4153,Dr Hazarian,Doctor's Office,40.743796,-73.920331,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4154,Sunnysight Optik,Optometrist,40.74364,-73.920107,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4155,Lens Lab Express,Ophthalmologist,40.742871,-73.918928,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4156,Pearle Vision,Optometrist,40.743198,-73.916422,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4157,Hispanic Family Mental Health Center,Mental Health Service,40.743884,-73.914963,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4158,Western Queens Consultation Center,Healthcare Clinic,40.743042,-73.920302,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4159,Sunnyside Pet Healthcare Center,Veterinarian,40.742409,-73.917702,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4160,CityMD Sunnyside Urgent Care- Queens,Urgent Care Center,40.742584,-73.917228,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4161,Greenpoint Pediatric Center,Pediatrician,40.742464,-73.91766,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4162,JUVA Skin & Laser Center,Dermatologist,40.742423,-73.917179,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4163,Woodside Orthodontics,Dentist,40.744045,-73.914275,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4164,Dr Bruce Katz,Doctor's Office,40.742366,-73.917307,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4165,Ear Nose & Throat Associates,Physician,40.742405,-73.915824,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4166,Greater New York Ophthalmology Care,Ophthalmologist,40.74479,-73.913338,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4167,"Dental Offices - Armando R. Larraga, D.M.D.",Dentist,40.745777,-73.912763,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4168,CN Vision Care,Ophthalmologist,40.741616,-73.919157,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4169,Durga Maddineni,Family Medicine Doctor,40.742255,-73.921495,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4170,Family Pharmacy,Health and Medicine,40.742298,-73.92189,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4171,Chang S Acupuncture Natural Herbal Clinic,Acupuncture Clinic,40.744746,-73.9191,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4172,MDT Dental Laboratory,Dentist,40.744365,-73.919217,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4173,Citiview Family Medical,General Surgeon,40.745789,-73.92045,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4174,Kearney Home Care Svces,Home Health Care Service,40.744248,-73.919562,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4175,Kearney Home Care Services,Home Health Care Service,40.744707,-73.920584,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4176,Sunny,Optometrist,40.74486,-73.920895,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4177,Health Street,Medical Center,40.743439,-73.917523,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4178,Northwell Ophthalmology,Ophthalmologist,40.743331,-73.917519,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4179,Affordable Dental Arts,Dentist,40.743748,-73.920111,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4180,Sunnyside Orthodontics Empowered by hellosmile,Dentist,40.744954,-73.921423,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4181,Sunnyside Pediatric Dental Empowered by hellosmile,Dentist,40.745007,-73.921468,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4182,Paddu & Associates Medical,Health and Medicine,40.743256,-73.916293,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4183,Psychological Stress and Management Services,Psychologist,40.744047,-73.914925,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4184,Arce Medical Diagnostic Service,Physical Therapy Clinic,40.743937,-73.915009,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4185,CPR Classes NYC,Medical Center,40.743884,-73.914963,"Sunnyside, Queens",11377,Queens,-73.92691617561577,40.74017628351924
4186,Columbia Dentoform,Dentist,40.738106,-73.931469,"Sunnyside, Queens",11101,Queens,-73.92691617561577,40.74017628351924
4187,Independence Residences,Nursing Home,40.737479,-73.926642,"Sunnyside, Queens",11104,Queens,-73.92691617561577,40.74017628351924
4188,"Abe Dyzenhaus, DDS Family Dentistry",Dentist,40.752184,-73.882431,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4189,84 Street Medical PC,Doctor's Office,40.750141,-73.882181,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4190,Jackson Charles Dr Dmd,Dentist,40.750348,-73.884591,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4191,Grameen VidaSana,Medical Center,40.750047,-73.883706,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4192,Nunez Dental,Dentist,40.749935,-73.883877,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4193,Cocos Vision Center,Optometrist,40.749682,-73.883212,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4194,Noah's Ark Pet Clinic,Veterinarian,40.750216,-73.881354,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4195,Mt. Sinai Multi Specialty Physicians,Doctor's Office,40.749935,-73.883877,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4196,Sleeps Diagnostics of New York,Health and Medicine,40.750077,-73.884624,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4197,I Smile Dental Care,Dentist,40.749875,-73.88204,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4198,"Smiling Village Dentistry, P.L.L.C.",Dentist,40.750512,-73.880361,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4199,Lens Lab Express,Ophthalmologist,40.749664,-73.88391,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4200,Family Dental Center,Dentist,40.748478,-73.883866,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4201,Queens Professional Dental Care PC,Dentist,40.750033,-73.880124,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4202,Progressive Oral Surgery,Dentist,40.74954,-73.884517,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4203,Cohen's Fashion Optical,Ophthalmologist,40.748692,-73.883962,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4204,ModernMD Urgent Care,Emergency Service,40.748709,-73.883933,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4205,H2O Colon Cleanse,Alternative Medicine Clinic,40.748653,-73.883393,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4206,"Dr Juan Soria, DDS",Dentist,40.748111,-73.88346,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4207,Dr Medina Dentistry,Dentist,40.74986,-73.878459,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4208,Jorge Won,Optometrist,40.747992,-73.88184,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4209,Marcos Medical & Physical Therapy Rehabilation,Doctor's Office,40.747967,-73.882799,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4210,Jsj Medical Group,Health and Medicine,40.749469,-73.883117,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4211,Dazzling Smile Dental Group,Dentist,40.747893,-73.883539,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4212,Medical Center Building,Medical Center,40.747737,-73.881262,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4213,"Jackson Heights Dental, PC",Dentist,40.751706,-73.883561,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4214,Supportive Living Program,Mental Health Service,40.751446,-73.883845,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4215,Eighty Four Street Medical Professional Corporation,Healthcare Clinic,40.75073,-73.882334,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4216,Escamilla Yolanda,Dentist,40.753398,-73.881428,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4217,Dentistas De Famila,Dentist,40.750517,-73.884291,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4218,Gehani C DDS Gehani Chad DDS Jackson Heights,Dentist,40.750455,-73.884595,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4219,Mount Sinai Medical Center,Doctor's Office,40.748946,-73.884539,Elmhurst,11374,Queens,-73.88165622288388,40.744048505122024
4220,Triboro Pediatrics,Pediatrician,40.7504,-73.884636,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4221,Jackson Heights Dental Center,Dentist,40.750274,-73.881225,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4222,Dynamic Physical Therapy Service,Sports Medicine Clinic,40.749985,-73.88401,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4223,Body Repair Physical Therapy,Physical Therapy Clinic,40.749985,-73.88401,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4224,Enzo Clinical Labs,Medical Lab,40.74993,-73.884051,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4225,Borraco Joseph - Mount Sinai Multispecialty Physicians,Healthcare Clinic,40.749928,-73.884139,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4226,Dental Oral Surgery,Oral Surgeon,40.749611,-73.883865,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4227,Eneda Agosto MD PC,Neurologist,40.749625,-73.881289,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4228,NY Senior Health Plans,Healthcare Clinic,40.74954,-73.884517,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4229,Jessica Cuerpo Y Figura Spa 1,Health and Medicine,40.749373,-73.884729,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4230,Family Dentistry,Dentist,40.744175,-73.881305,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4231,Minisha Ashin Israni,Dentist,40.744283,-73.881309,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4232,Elmhurst Eye Care Center,Physician,40.744909,-73.882119,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4233,Queens Vision Center,Optometrist,40.743144,-73.883625,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4234,Manhattan Pediatric Associates Pc,Physician,40.743722,-73.884214,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4235,First Choice Dental,Dentist,40.745511,-73.883888,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4236,Mx Dentistry,Dentist,40.743286,-73.884373,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4237,Mark Xenakis,Dentist,40.743497,-73.884555,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4238,"Steven Tam, DMD",Dentist,40.743006,-73.884756,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4239,Charris Joaquin Functional Physical Therapy,Health and Medicine,40.746045,-73.884082,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4240,Elmhurst 82 Pharmacy,Health and Medicine,40.746536,-73.883882,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4241,"The Gentle Dentist of Jackson Heights - Dr. Amit Sood, DDS",Dentist,40.746105,-73.883866,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4242,"Marina Z. Sampaga, MD",Physician,40.741627,-73.879727,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4243,Dr Marina Sampaga,Doctor's Office,40.741788,-73.879776,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4244,Elmhurst Hospital Center Clinics,Hospital,40.745974,-73.884735,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4245,North Star Dental Care,Dentist,40.746481,-73.883924,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4246,Elmhurst Hospital Center,Hospital,40.745082,-73.885837,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4247,GP Dental,Dentist,40.741765,-73.878596,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4248,Broadway Medical Care,Medical Center,40.745416,-73.88336,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4249,Janet I Sanchez,Internal Medicine Doctor,40.747377,-73.880594,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4250,Patino Eye Care,Optometrist,40.747295,-73.883735,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4251,Quest Diagnostics,Health and Medicine,40.747581,-73.881038,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4252,Dr Sosa And Perea,Doctor's Office,40.747581,-73.881038,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4253,Family Dental Center,Dentist,40.747338,-73.88413,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4254,Medical Center Building,Medical Center,40.747737,-73.881262,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4255,Smart Health Medical,Family Medicine Doctor,40.740492,-73.879816,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4256,Marcos Medical & Physical Therapy Rehabilation,Doctor's Office,40.747967,-73.882799,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4257,Hailiu Zuo,Internal Medicine Doctor,40.740139,-73.880938,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4258,Jorge Won,Optometrist,40.747992,-73.88184,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4259,New York Gastroenterology & Endoscopy,Gastroenterologist,40.746371,-73.886059,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4260,Dazzling Smile Dental Group,Dentist,40.747893,-73.883539,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4261,Care First Pharmacy,Health and Medicine,40.74029,-73.879284,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4262,Womens Health Center/ Elmhurst Hospital,Hospital,40.745965,-73.885084,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4263,Q-Care Affordable Medical Care,Health and Medicine,40.744126,-73.88733,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4264,Simply Dental,Dentist,40.741452,-73.886445,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4265,"Quirante, Blessy K: Blessy K Quirante",Nurse,40.744262,-73.880042,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4266,Broadway Medical Center & Pain Clinic,Physician,40.743875,-73.884526,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4267,Dendac Dentist Pc,Dentist,40.746065,-73.883297,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4268,Elmhurst Hospital Center,Hospital,40.744212,-73.885101,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4269,"Joaquin Charris, PT",Physical Therapy Clinic,40.74616,-73.883824,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4270,Tandon Usha K MD - Elmhurst Hospital Chemical Dependency Treatment Program,Psychiatrist,40.744286,-73.885327,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4271,Constantino Chris D - NYC Health + Hospitals/Elmhurst,Hospital,40.744334,-73.885547,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4272,"Anju Galer, NP",Nurse,40.744983,-73.885484,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4273,Soberano Consolacion G,Dentist,40.746696,-73.883932,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4274,Elmhurst Hospital Neurology,Neurologist,40.745139,-73.885708,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4275,Broadway Dialysis Center,Physician,40.745139,-73.885708,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4276,Sonrisas Sanas,Dentist,40.747015,-73.884118,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4277,Larraga & Teran Dental Office,Dentist,40.744505,-73.876951,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4278,Lucia Patino,Optometrist,40.747341,-73.884043,Elmhurst,11373,Queens,-73.88165622288388,40.744048505122024
4279,Sams Family Dental Care PC,Dentist,40.747483,-73.883722,Elmhurst,11372,Queens,-73.88165622288388,40.744048505122024
4280,Anna Khavin DDS,Dentist,40.750483,-73.8856,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4281,Achury Dental,Dentist,40.750339,-73.886993,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4282,Jackson Heights Dental,Dentist,40.749375,-73.886695,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4283,Alliance Dental Center,Dentist,40.755942,-73.883182,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4284,AAA Veterinary Hospital,Veterinarian,40.755219,-73.886038,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4285,Statcare Urgent & Walk-In Medical Care (Jackson Heights),Health and Medicine,40.755199,-73.886823,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4286,InstaMedCare,Health and Medicine,40.755199,-73.886823,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4287,Eddy Ferreira DDS,Dentist,40.750059,-73.887375,Jackson Heights,11372,Queens,-73.88282109164365,40.75198138007367
4288,Ear Nose & Throat Associates of NY PC,Physician,40.65605,-73.838783,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4289,Optical Illusions,Ophthalmologist,40.65605,-73.838783,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4290,Howard Beach Animal Clinic Pc,Veterinarian,40.652034,-73.83781,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4291,"Weinstein, Steven R, DVM - Howard Beach Animal Clinic",Veterinarian,40.652088,-73.837768,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4292,Antelyes Animal Hospital,Veterinarian,40.652034,-73.83781,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4293,Stay Slim Diet,Nutritionist,40.657264,-73.839742,Howard Beach,11414,Queens,-73.8381376460028,40.65422527738487
4294,Family Medical,Doctor's Office,40.744146,-73.85755,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4295,Comfort Dental Spa,Dentist,40.743675,-73.854912,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4296,Family Medical Health,Doctor's Office,40.744146,-73.85755,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4297,Rescue Training Institute,Medical Center,40.745805,-73.85809,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4298,Corona Community Volunteer Ambulance Corps,Emergency Room,40.745913,-73.858094,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4299,Diamond Howard S DPM,Podiatrist,40.742758,-73.854923,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4300,Family Medical Health & Urgent Care,General Surgeon,40.744089,-73.857678,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4301,Crona Medical Center,Health and Medicine,40.743851,-73.858543,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4302,D Nyd,Nutritionist,40.744407,-73.855812,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4303,Fidelity Physical Therapy,Physical Therapy Clinic,40.744257,-73.859519,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4304,Corona Community Ambulance,Ambulance Service,40.745906,-73.858356,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4305,North Shore Ambulance,Ambulance Service,40.741108,-73.851981,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4306,"Oh, Soon - Asian American Behavioral Health",Psychiatrist,40.746297,-73.85575,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4307,Korean American Senior Program,Mental Health Clinic,40.754024,-73.85719,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4308,Dr. Jay Sarkar,Physical Therapy Clinic,40.750677,-73.859535,Corona,11368,Queens,-73.85682497345258,40.74238175015667
4309,Alberta L Alston House,Assisted Living Service,40.740873,-73.861054,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4310,Visting Nurse Service of NY Alberta Alston Home,Nursing Home,40.740875,-73.860967,Lefrak City,11368,Queens,-73.8625247141374,40.736074570830795
4311,Steven S Baron,Dentist,40.731453,-73.856126,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4312,CitiMed,Acupuncture Clinic,40.731915,-73.85706,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4313,Sears Hearing Aid Center by Miracle-Ear,Doctor's Office,40.73043,-73.862288,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4314,Rego Park Dental,Dentist,40.728796,-73.862927,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4315,Lens Lab Express,Optometrist,40.729715,-73.862829,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4316,"Abrahamson, Hal, Dpm - Aadvanced Foot Care",Podiatrist,40.731397,-73.860359,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
4317,"Shawn Ganjian, DDS",Dentist,40.731395,-73.860446,Lefrak City,11374,Queens,-73.8625247141374,40.736074570830795
